,unit_id,isp,TECHNOLOGY,SK down,SK UP,timezone_offset,timezone_offset_dst,STATE,REGION
1545,614044,Brighthouse,CABLE,20,2,-5,-4,FL,SOUTH
1546,614046,Hughes,SATELLITE,5,1,-5,-4,FL,SOUTH
1547,614048,Brighthouse,CABLE,30,2,-5,-4,FL,SOUTH
1548,614050,Time Warner Cable,CABLE,100,10,-5,-4,FL,SOUTH
1549,614052,Time Warner Cable,CABLE,30,5,-5,-4,FL,SOUTH
1550,614054,Time Warner Cable,CABLE,30,5,-5,-4,FL,SOUTH
1551,615006,Comcast,CABLE,3,0.768,-5,-4,FL,SOUTH
1552,615012,Comcast,CABLE,3,0.768,-5,-4,FL,SOUTH
1553,615014,Comcast,CABLE,3,0.768,-5,-4,FL,SOUTH
1554,615030,Comcast,CABLE,3,0.768,-5,-4,FL,SOUTH
1555,615066,Comcast,CABLE,3,0.768,-5,-4,FL,SOUTH
1556,615094,Comcast,CABLE,3,0.768,-5,-4,FL,SOUTH
1557,615100,Comcast,CABLE,3,0.768,-5,-4,FL,SOUTH
1559,615180,Hughes,SATELLITE,5,1,-5,-4,FL,SOUTH
1560,615198,Comcast,CABLE,25,5,-5,-4,FL,SOUTH
1561,615200,Comcast,CABLE,3,0.768,-5,-4,FL,SOUTH
1562,615450,Windstream,DSL,12,0.768,-5,-4,FL,SOUTH
1563,615456,AT&T,DSL,18,1.5,-6,-5,FL,SOUTH
1564,615462,Comcast,CABLE,3,0.768,-5,-4,FL,SOUTH
1565,615466,AT&T,DSL,45,6,-5,-4,FL,SOUTH
1566,623926,AT&T,DSL,3,0.384,-5,-4,FL,SOUTH
1567,568,AT&T,DSL,18,1.5,-5,-4,GA,SOUTH
1568,624,Cox,CABLE,100,10,-5,-4,GA,SOUTH
1569,780,AT&T,DSL,18,1.5,-5,-4,GA,SOUTH
1570,955,Comcast,CABLE,50,10,-5,-4,GA,SOUTH
1571,992,Windstream,DSL,12,0.768,-5,-4,GA,SOUTH
1572,1138,Windstream,DSL,3,0.768,-5,-4,GA,SOUTH
1573,5259,Comcast,CABLE,25,5,-5,-4,GA,SOUTH
1574,5695,Charter,CABLE,60,4,-5,-4,GA,SOUTH
1575,5760,Charter,CABLE,60,4,-5,-4,GA,SOUTH
1576,5922,Cox,CABLE,25,5,-5,-4,GA,SOUTH
1577,6071,Comcast,CABLE,25,5,-5,-4,GA,SOUTH
1578,6124,Charter,CABLE,60,4,-5,-4,GA,SOUTH
1579,6176,Comcast,CABLE,50,15,-5,-4,GA,SOUTH
1581,6458,AT&T,DSL,18,1.5,-5,-4,GA,SOUTH
1582,6526,AT&T,DSL,3,1,-5,-4,GA,SOUTH
1583,6555,Comcast,CABLE,105,20,-5,-4,GA,SOUTH
1584,6579,AT&T,DSL,45,6,-5,-4,GA,SOUTH
1585,6777,Time Warner Cable,CABLE,20,2,-5,-4,GA,SOUTH
1586,6864,Comcast,CABLE,50,10,-5,-4,GA,SOUTH
1587,6989,Windstream,DSL,3,0.768,-5,-4,GA,SOUTH
1588,7063,AT&T,DSL,12,1.5,-5,-4,GA,SOUTH
1589,7183,Charter,CABLE,15,3,-5,-4,GA,SOUTH
1590,7278,Comcast,CABLE,105,10,-5,-4,GA,SOUTH
1591,7289,Charter,CABLE,30,4,-5,-4,GA,SOUTH
1592,7304,Mediacom,CABLE,50,5,-5,-4,GA,SOUTH
1593,7331,Comcast,CABLE,50,10,-5,-4,GA,SOUTH
1594,7447,Charter,CABLE,15,3,-5,-4,GA,SOUTH
1596,7535,Comcast,CABLE,25,5,-5,-4,GA,SOUTH
1597,7549,Comcast,CABLE,105,20,-5,-4,GA,SOUTH
1598,7586,Comcast,CABLE,50,10,-5,-4,GA,SOUTH
1600,7785,Comcast,CABLE,25,5,-5,-4,GA,SOUTH
1601,7810,Charter,CABLE,60,4,-5,-4,GA,SOUTH
1602,7826,AT&T,DSL,12,1.5,-5,-4,GA,SOUTH
1604,7865,AT&T,DSL,6,1,-5,-4,GA,SOUTH
1605,8241,AT&T,DSL,6,1,-5,-4,GA,SOUTH
1606,8247,Charter,CABLE,60,4,-5,-4,GA,SOUTH
1607,8458,Charter,CABLE,60,4,-5,-4,GA,SOUTH
1608,8751,Comcast,CABLE,50,10,-5,-4,GA,SOUTH
1609,8777,Charter,CABLE,60,4,-5,-4,GA,SOUTH
1610,8807,AT&T,DSL,18,1.5,-5,-4,GA,SOUTH
1611,8876,Comcast,CABLE,105,20,-5,-4,GA,SOUTH
1612,8908,Comcast,CABLE,105,20,-5,-4,GA,SOUTH
1613,9140,Comcast,CABLE,50,10,-5,-4,GA,SOUTH
1614,9197,Comcast,CABLE,50,10,-5,-4,GA,SOUTH
1615,9223,Charter,CABLE,30,4,-5,-4,GA,SOUTH
1616,9479,Comcast,CABLE,3,0.768,-5,-4,GA,SOUTH
1617,9523,AT&T,DSL,0.768,0.384,-5,-4,GA,SOUTH
1618,9632,Mediacom,CABLE,15,1,-5,-4,GA,SOUTH
1620,9884,Windstream,DSL,6,0.768,-6,-5,GA,SOUTH
1621,9888,Windstream,DSL,12,0.768,-5,-4,GA,SOUTH
1622,9920,Windstream,DSL,6,0.768,-5,-4,GA,SOUTH
1624,9979,Windstream,DSL,3,0.768,-5,-4,GA,SOUTH
1625,9996,AT&T,DSL,12,1.5,-5,-4,GA,SOUTH
1626,10067,Windstream,DSL,3,0.768,-5,-4,GA,SOUTH
1627,10156,Comcast,CABLE,25,5,-5,-4,GA,SOUTH
1628,10171,Windstream,DSL,3,0.768,-6,-5,GA,SOUTH
1629,10192,Windstream,DSL,3,0.768,-5,-4,GA,SOUTH
1630,10210,Windstream,DSL,12,0.768,-5,-4,GA,SOUTH
1631,10221,Windstream,DSL,3,0.768,-5,-4,GA,SOUTH
1632,10223,Windstream,DSL,3,0.768,-5,-4,GA,SOUTH
1634,10239,Windstream,DSL,12,0.768,-5,-4,GA,SOUTH
1635,10253,Windstream,DSL,6,0.768,-5,-4,GA,SOUTH
1636,10256,Windstream,DSL,12,0.768,-5,-4,GA,SOUTH
1637,10265,Windstream,DSL,12,0.768,-5,-4,GA,SOUTH
1638,10602,Charter,CABLE,60,4,-5,-4,GA,SOUTH
1639,10605,Charter,CABLE,30,4,-5,-4,GA,SOUTH
1640,10661,Charter,CABLE,60,4,-5,-4,GA,SOUTH
1641,10664,Charter,CABLE,60,4,-5,-4,GA,SOUTH
1642,10697,AT&T,DSL,6,0.512,-5,-4,GA,SOUTH
1643,10715,Charter,CABLE,60,4,-5,-4,GA,SOUTH
1644,10844,Charter,CABLE,30,4,-5,-4,GA,SOUTH
1645,10949,Charter,CABLE,60,4,-5,-4,GA,SOUTH
1646,11037,AT&T,DSL,6,0.512,-5,-4,GA,SOUTH
1647,11059,Charter,CABLE,60,4,-5,-4,GA,SOUTH
1648,11153,Charter,CABLE,15,3,-5,-4,GA,SOUTH
1649,11207,Charter,CABLE,60,4,-5,-4,GA,SOUTH
1650,11311,Charter,CABLE,60,4,-5,-4,GA,SOUTH
1651,11333,AT&T,DSL,0.768,0.384,-5,-4,GA,SOUTH
1652,11354,Charter,CABLE,15,3,-5,-4,GA,SOUTH
1653,11382,Comcast,CABLE,3,0.768,-5,-4,GA,SOUTH
1654,11494,Windstream,DSL,3,0.768,-5,-4,GA,SOUTH
1655,11548,Charter,CABLE,60,4,-5,-4,GA,SOUTH
1656,11585,Time Warner Cable,CABLE,20,2,-5,-4,GA,SOUTH
1657,11610,Charter,CABLE,60,4,-5,-4,GA,SOUTH
1658,11681,AT&T,DSL,18,1.5,-5,-4,GA,SOUTH
1659,11971,Comcast,CABLE,50,10,-5,-4,GA,SOUTH
1660,12177,Charter,CABLE,60,4,-5,-4,GA,SOUTH
1662,12362,Charter,CABLE,15,3,-5,-4,GA,SOUTH
1663,12590,Charter,CABLE,15,3,-5,-4,GA,SOUTH
1664,12698,Cox,CABLE,50,5,-5,-4,GA,SOUTH
1665,12704,Windstream,DSL,6,0.768,-5,-4,GA,SOUTH
1666,12869,Cox,CABLE,50,5,-5,-4,GA,SOUTH
1667,13170,Comcast,CABLE,50,10,-5,-4,GA,SOUTH
1668,13728,Charter,CABLE,30,4,-5,-4,GA,SOUTH
1669,14736,Windstream,DSL,6,0.768,-5,-4,GA,SOUTH
1670,26431,AT&T,DSL,18,1.5,-5,-4,GA,SOUTH
1671,26433,Windstream,DSL,24,0.768,-5,-4,GA,SOUTH
1672,26688,AT&T,DSL,18,1.5,-5,-4,GA,SOUTH
1673,26798,Comcast,CABLE,50,10,-5,-4,GA,SOUTH
1674,26920,Windstream,DSL,12,0.768,-5,-4,GA,SOUTH
1675,28224,Windstream,DSL,3,0.768,-5,-4,GA,SOUTH
1676,28225,Windstream,DSL,6,0.768,-5,-4,GA,SOUTH
1677,28250,Charter,CABLE,60,4,-5,-4,GA,SOUTH
1678,28668,Cox,CABLE,25,5,-5,-4,GA,SOUTH
1679,28871,Windstream,DSL,6,0.768,-5,-4,GA,SOUTH
1680,29723,Windstream,DSL,3,0.768,-5,-4,GA,SOUTH
1681,29725,Cox,CABLE,5,1,-5,-4,GA,SOUTH
1684,32396,Wildblue/ViaSat,SATELLITE,12,3,-5,-4,GA,SOUTH
1685,87296,Windstream,DSL,12,0.768,-5,-4,GA,SOUTH
1686,132350,Charter,CABLE,60,4,-5,-4,GA,SOUTH
1687,139118,Cox,CABLE,25,5,-5,-4,GA,SOUTH
1688,180540,Mediacom,CABLE,15,1,-5,-4,GA,SOUTH
1689,211232,Comcast,CABLE,50,10,-6,-5,GA,SOUTH
1690,211234,Windstream,DSL,6,0.768,-5,-4,GA,SOUTH
1691,211236,Windstream,DSL,12,0.768,-5,-4,GA,SOUTH
1692,213386,AT&T,DSL,18,1.5,-5,-4,GA,SOUTH
1694,213390,Windstream,DSL,12,0.768,-5,-5,GA,SOUTH
1695,213396,Windstream,DSL,6,0.768,-5,-5,GA,SOUTH
1696,214446,Windstream,DSL,1.5,0.384,-5,-5,GA,SOUTH
1697,215072,Charter,CABLE,60,4,-5,-5,GA,SOUTH
1698,215332,Windstream,DSL,12,0.768,-5,-5,GA,SOUTH
1699,215376,Windstream,DSL,12,0.768,-5,-5,GA,SOUTH
1700,216024,Windstream,DSL,3,0.768,-5,-5,GA,SOUTH
1701,216034,Windstream,DSL,3,0.768,-5,-5,GA,SOUTH
1702,216044,Cox,CABLE,5,1,-5,-4,GA,SOUTH
1703,217170,Comcast,CABLE,25,5,-5,-5,GA,SOUTH
1705,217216,AT&T,DSL,18,1.5,-5,-5,GA,SOUTH
1706,222081,Windstream,DSL,24,1,-5,-5,GA,SOUTH
1707,232356,Windstream,DSL,24,1,-5,-5,GA,SOUTH
1708,232360,Charter,CABLE,100,5,-5,-4,GA,SOUTH
1709,232458,Windstream,DSL,12,0.768,-5,-5,GA,SOUTH
1710,241859,Comcast,CABLE,50,10,-5,-5,GA,SOUTH
1711,241861,Windstream,DSL,12,1,-5,-5,GA,SOUTH
1712,566344,Comcast,CABLE,50,10,-5,-4,GA,SOUTH
1713,566348,Charter,CABLE,60,4,-5,-4,GA,SOUTH
1714,599786,AT&T,DSL,18,1.5,-5,-4,GA,SOUTH
1715,599790,Windstream,DSL,12,0.768,-5,-4,GA,SOUTH
1716,599792,Comcast,CABLE,25,5,-5,-4,GA,SOUTH
1717,599794,AT&T,DSL,3,0.384,-5,-4,GA,SOUTH
1719,600892,Charter,CABLE,60,4,-5,-4,GA,SOUTH
1721,605956,Cox,CABLE,150,20,-5,-4,GA,SOUTH
1722,614034,AT&T,DSL,1.5,0.256,-5,-4,GA,SOUTH
1723,615062,Comcast,CABLE,3,0.768,-5,-4,GA,SOUTH
1724,615074,Comcast,CABLE,3,0.768,-5,-4,GA,SOUTH
1725,615160,Hughes,SATELLITE,10,1,-5,-4,GA,SOUTH
1726,615422,Comcast,CABLE,3,0.768,-5,-4,GA,SOUTH
1727,615424,AT&T,DSL,12,1.5,-5,-4,GA,SOUTH
1729,615428,Windstream,DSL,12,0.768,-5,-4,GA,SOUTH
1730,615432,AT&T,DSL,18,1.5,-5,-4,GA,SOUTH
1731,615434,AT&T,DSL,24,3,-5,-4,GA,SOUTH
1733,615438,Comcast,CABLE,3,0.768,-5,-4,GA,SOUTH
1734,615440,Windstream,DSL,24,1,-5,-4,GA,SOUTH
1735,615442,Windstream,DSL,12,0.768,-5,-4,GA,SOUTH
1736,615444,Windstream,DSL,12,0.768,-5,-4,GA,SOUTH
1737,619808,Windstream,DSL,12,0.768,-5,-4,GA,SOUTH
1738,619810,Comcast,CABLE,3,0.768,-5,-4,GA,SOUTH
1739,619812,Windstream,DSL,10,0.768,-5,-4,GA,SOUTH
1740,619814,Windstream,DSL,12,0.768,-5,-4,GA,SOUTH
1741,619816,Windstream,DSL,12,0.768,-5,-4,GA,SOUTH
1742,621650,Wildblue/ViaSat,SATELLITE,12,3,-5,-4,GA,SOUTH
1743,621730,Comcast,CABLE,25,5,-5,-4,GA,SOUTH
1745,637780,Charter,CABLE,60,4,-5,-4,GA,SOUTH
1746,7060,Time Warner Cable,CABLE,3,1,-10,-10,HI,WEST
1748,7315,Time Warner Cable,CABLE,15,1,-10,-10,HI,WEST
1749,7537,Time Warner Cable,CABLE,30,5,-10,-10,HI,WEST
1750,7653,Time Warner Cable,CABLE,15,1,-10,-10,HI,WEST
1751,7679,Time Warner Cable,CABLE,7,1,-10,-10,HI,WEST
1752,7808,Time Warner Cable,CABLE,15,1,-10,-10,HI,WEST
1754,8644,Time Warner Cable,CABLE,15,1,-10,-10,HI,WEST
1756,11249,Time Warner Cable,CABLE,20,2,-10,-10,HI,WEST
1757,11710,Time Warner Cable,CABLE,15,1,-10,-10,HI,WEST
1758,12778,Time Warner Cable,CABLE,15,1,-10,-10,HI,WEST
1759,14741,Time Warner Cable,CABLE,50,5,-10,-10,HI,WEST
1760,28854,Time Warner Cable,CABLE,15,1,-10,-10,HI,WEST
1762,557588,Time Warner Cable,CABLE,15,1,-10,-9,HI,WEST
1763,557590,Time Warner Cable,CABLE,15,1,-10,-9,HI,WEST
1764,599926,Time Warner Cable,CABLE,100,5,-10,-10,HI,WEST
1765,665,Qwest,DSL,40,20,-6,-5,IA,MIDWEST
1766,796,Time Warner Cable,CABLE,15,1,-6,-5,IA,MIDWEST
1767,958,Mediacom,CABLE,15,1,-6,-5,IA,MIDWEST
1768,5831,Mediacom,CABLE,15,1,-6,-5,IA,MIDWEST
1769,5888,Mediacom,CABLE,15,1,-6,-5,IA,MIDWEST
1771,7079,Qwest,DSL,12,0.896,-6,-5,IA,MIDWEST
1772,7270,Qwest,DSL,5,0.896,-6,-5,IA,MIDWEST
1773,7592,Time Warner Cable,CABLE,30,5,-6,-5,IA,MIDWEST
1775,8085,Windstream,DSL,3,0.768,-6,-5,IA,MIDWEST
1776,8100,Comcast,CABLE,50,10,-6,-5,IA,MIDWEST
1777,8246,Qwest,DSL,7,0.896,-6,-5,IA,MIDWEST
1778,8316,Windstream,DSL,6,0.768,-6,-5,IA,MIDWEST
1779,8756,Cox,CABLE,100,10,-7,-7,IA,MIDWEST
1780,8805,Qwest,DSL,12,0.896,-6,-5,IA,MIDWEST
1781,8857,Mediacom,CABLE,150,10,-6,-5,IA,MIDWEST
1783,8956,Mediacom,CABLE,50,5,-6,-5,IA,MIDWEST
1787,9530,Qwest,DSL,40,5,-6,-5,IA,MIDWEST
1789,9711,Cox,CABLE,100,10,-6,-5,IA,MIDWEST
1790,10020,Mediacom,CABLE,150,10,-6,-5,IA,MIDWEST
1791,10031,Qwest,DSL,1.5,0.896,-6,-5,IA,MIDWEST
1792,10060,Mediacom,CABLE,15,1,-6,-5,IA,MIDWEST
1793,10080,Mediacom,CABLE,15,1,-6,-5,IA,MIDWEST
1794,10085,Mediacom,CABLE,15,1,-6,-5,IA,MIDWEST
1795,10090,Mediacom,CABLE,15,1,-6,-5,IA,MIDWEST
1796,10100,Qwest,DSL,7,0.896,-6,-5,IA,MIDWEST
1797,10117,Mediacom,CABLE,15,1,-6,-5,IA,MIDWEST
1798,10514,Mediacom,CABLE,15,1,-6,-5,IA,MIDWEST
1800,11955,Mediacom,CABLE,15,1,-6,-5,IA,MIDWEST
1801,11959,Mediacom,CABLE,15,1,-6,-5,IA,MIDWEST
1802,11973,Qwest,DSL,12,0.896,-6,-5,IA,MIDWEST
1803,11976,Mediacom,CABLE,150,10,-6,-5,IA,MIDWEST
1804,12276,Qwest,DSL,7,0.896,-6,-5,IA,MIDWEST
1805,12891,Qwest,DSL,7,0.896,-6,-5,IA,MIDWEST
1806,12901,Frontier,DSL,3,0.768,-6,-5,IA,MIDWEST
1807,13177,Mediacom,CABLE,15,1,-6,-5,IA,MIDWEST
1808,13720,Cox,CABLE,100,10,-6,-5,IA,MIDWEST
1809,14666,Qwest,DSL,7,0.896,-6,-5,IA,MIDWEST
1810,26071,Mediacom,CABLE,15,1,-6,-5,IA,MIDWEST
1811,27316,Mediacom,CABLE,150,10,-6,-5,IA,MIDWEST
1812,27317,Mediacom,CABLE,15,1,-6,-5,IA,MIDWEST
1813,27322,Mediacom,CABLE,15,1,-6,-5,IA,MIDWEST
1814,27324,Mediacom,CABLE,150,10,-6,-5,IA,MIDWEST
1815,27327,Mediacom,CABLE,150,10,-6,-5,IA,MIDWEST
1817,27329,Mediacom,CABLE,150,10,-6,-5,IA,MIDWEST
1818,27332,Mediacom,CABLE,15,1,-6,-5,IA,MIDWEST
1819,27336,Mediacom,CABLE,150,10,-6,-5,IA,MIDWEST
1820,27337,Mediacom,CABLE,20,2,-6,-5,IA,MIDWEST
1821,27338,Mediacom,CABLE,15,1,-6,-5,IA,MIDWEST
1822,27339,Mediacom,CABLE,50,5,-6,-5,IA,MIDWEST
1823,27340,Mediacom,CABLE,20,2,-6,-5,IA,MIDWEST
1824,27345,Mediacom,CABLE,15,1,-6,-5,IA,MIDWEST
1825,27346,Mediacom,CABLE,15,1,-6,-5,IA,MIDWEST
1826,27348,Mediacom,CABLE,15,1,-6,-5,IA,MIDWEST
1827,27437,Mediacom,CABLE,15,1,-6,-5,IA,MIDWEST
1828,27443,Mediacom,CABLE,50,5,-6,-5,IA,MIDWEST
1829,27444,Mediacom,CABLE,50,5,-6,-5,IA,MIDWEST
1830,27447,Mediacom,CABLE,15,1,-6,-5,IA,MIDWEST
1831,27452,Mediacom,CABLE,15,1,-6,-5,IA,MIDWEST
1832,27456,Qwest,DSL,20,0.896,-6,-5,IA,MIDWEST
1833,27463,Frontier,DSL,12,1,-6,-5,IA,MIDWEST
1834,27466,Frontier,DSL,3,0.384,-6,-5,IA,MIDWEST
1835,27467,Mediacom,CABLE,15,1,-6,-5,IA,MIDWEST
1836,27471,Mediacom,CABLE,50,5,-6,-5,IA,MIDWEST
1837,27475,Mediacom,CABLE,15,1,-6,-5,IA,MIDWEST
1838,27476,Mediacom,CABLE,15,1,-6,-5,IA,MIDWEST
1839,27486,Mediacom,CABLE,15,1,-6,-5,IA,MIDWEST
1840,27488,Mediacom,CABLE,15,1,-6,-5,IA,MIDWEST
1841,27490,Mediacom,CABLE,15,1,-6,-5,IA,MIDWEST
1842,27492,Mediacom,CABLE,3,0.512,-6,-5,IA,MIDWEST
1843,27493,Mediacom,CABLE,50,5,-6,-5,IA,MIDWEST
1844,27494,Mediacom,CABLE,15,1,-6,-5,IA,MIDWEST
1845,27496,Mediacom,CABLE,15,1,-6,-5,IA,MIDWEST
1846,27500,Mediacom,CABLE,15,1,-6,-5,IA,MIDWEST
1847,27509,Mediacom,CABLE,50,5,-6,-5,IA,MIDWEST
1848,27510,Qwest,DSL,7,0.896,-6,-5,IA,MIDWEST
1849,27511,Mediacom,CABLE,15,1,-6,-5,IA,MIDWEST
1850,27515,Mediacom,CABLE,15,1,-6,-5,IA,MIDWEST
1851,27518,Mediacom,CABLE,15,1,-6,-5,IA,MIDWEST
1852,27520,Mediacom,CABLE,50,5,-6,-5,IA,MIDWEST
1853,27521,Mediacom,CABLE,15,1,-6,-5,IA,MIDWEST
1854,27524,CenturyLink,DSL,8,0.768,-6,-5,IA,MIDWEST
1855,27525,Mediacom,CABLE,50,5,-6,-5,IA,MIDWEST
1856,27527,Mediacom,CABLE,15,1,-6,-5,IA,MIDWEST
1857,27528,Mediacom,CABLE,15,1,-6,-5,IA,MIDWEST
1858,27531,Mediacom,CABLE,15,1,-6,-5,IA,MIDWEST
1859,27661,Mediacom,CABLE,150,10,-6,-5,IA,MIDWEST
1860,27662,Mediacom,CABLE,15,1,-6,-5,IA,MIDWEST
1861,27665,Mediacom,CABLE,100,10,-6,-5,IA,MIDWEST
1862,27666,Mediacom,CABLE,50,5,-6,-5,IA,MIDWEST
1863,27669,Mediacom,CABLE,100,10,-6,-5,IA,MIDWEST
1864,27670,Mediacom,CABLE,15,1,-6,-5,IA,MIDWEST
1865,27671,Mediacom,CABLE,15,1,-6,-5,IA,MIDWEST
1866,27673,Mediacom,CABLE,150,10,-6,-5,IA,MIDWEST
1867,27747,Mediacom,CABLE,15,1,-6,-5,IA,MIDWEST
1868,27751,Mediacom,CABLE,50,5,-6,-5,IA,MIDWEST
1869,27752,Mediacom,CABLE,15,1,-6,-5,IA,MIDWEST
1870,27824,Windstream,DSL,12,0.768,-6,-5,IA,MIDWEST
1871,27825,Mediacom,CABLE,15,1,-6,-5,IA,MIDWEST
1872,27827,Mediacom,CABLE,15,1,-6,-5,IA,MIDWEST
1873,27828,Mediacom,CABLE,15,1,-6,-5,IA,MIDWEST
1874,27829,Mediacom,CABLE,15,1,-6,-5,IA,MIDWEST
1875,27831,Mediacom,CABLE,15,1,-6,-5,IA,MIDWEST
1876,27836,Mediacom,CABLE,15,1,-6,-5,IA,MIDWEST
1877,27837,Mediacom,CABLE,15,1,-6,-5,IA,MIDWEST
1878,27841,Mediacom,CABLE,20,2,-6,-5,IA,MIDWEST
1880,27844,Mediacom,CABLE,50,5,-6,-5,IA,MIDWEST
1881,27845,Mediacom,CABLE,15,1,-6,-5,IA,MIDWEST
1882,27849,Qwest,DSL,1.5,0.896,-6,-5,IA,MIDWEST
1883,27850,Mediacom,CABLE,15,1,-6,-5,IA,MIDWEST
1884,27854,Frontier,DSL,3,0.384,-6,-5,IA,MIDWEST
1885,27856,Frontier,DSL,3,0.384,-6,-5,IA,MIDWEST
1886,27858,Mediacom,CABLE,15,1,-6,-5,IA,MIDWEST
1887,27859,Mediacom,CABLE,15,1,-6,-5,IA,MIDWEST
1888,27863,Mediacom,CABLE,15,1,-6,-5,IA,MIDWEST
1889,27866,Mediacom,CABLE,15,1,-6,-5,IA,MIDWEST
1890,27869,Mediacom,CABLE,15,1,-6,-5,IA,MIDWEST
1891,27870,Mediacom,CABLE,15,1,-6,-5,IA,MIDWEST
1892,27882,Mediacom,CABLE,15,1,-6,-5,IA,MIDWEST
1893,27886,Mediacom,CABLE,15,1,-6,-5,IA,MIDWEST
1894,27889,Qwest,DSL,12,0.896,-6,-5,IA,MIDWEST
1895,27894,Qwest,DSL,20,0.896,-6,-5,IA,MIDWEST
1896,28097,Mediacom,CABLE,15,1,-6,-5,IA,MIDWEST
1897,28098,Qwest,DSL,40,5,-6,-5,IA,MIDWEST
1899,28102,Mediacom,CABLE,15,1,-6,-5,IA,MIDWEST
1900,28103,Mediacom,CABLE,15,1,-6,-5,IA,MIDWEST
1901,28751,Mediacom,CABLE,50,5,-6,-5,IA,MIDWEST
1902,28752,Windstream,DSL,6,0.768,-6,-5,IA,MIDWEST
1903,28753,Mediacom,CABLE,15,1,-6,-5,IA,MIDWEST
1904,28754,Qwest,DSL,5,0.896,-6,-5,IA,MIDWEST
1905,28762,Mediacom,CABLE,20,2,-6,-5,IA,MIDWEST
1906,28927,Mediacom,CABLE,50,5,-6,-5,IA,MIDWEST
1907,28928,Mediacom,CABLE,3,0.512,-6,-5,IA,MIDWEST
1908,28929,Mediacom,CABLE,15,1,-6,-5,IA,MIDWEST
1909,28931,Mediacom,CABLE,15,1,-6,-5,IA,MIDWEST
1910,29000,Qwest,DSL,20,0.896,-6,-5,IA,MIDWEST
1911,29599,Qwest,DSL,20,0.896,-6,-5,IA,MIDWEST
1912,171676,Mediacom,CABLE,50,5,-6,-5,IA,MIDWEST
1913,207316,Mediacom,CABLE,15,1,-6,-5,IA,MIDWEST
1914,207318,Mediacom,CABLE,50,5,-6,-5,IA,MIDWEST
1915,207320,Mediacom,CABLE,50,5,-6,-5,IA,MIDWEST
1916,213472,Qwest,DSL,20,0.896,-6,-5,IA,MIDWEST
1917,213474,Mediacom,CABLE,15,1,-6,-5,IA,MIDWEST
1918,213476,Mediacom,CABLE,15,1,-6,-5,IA,MIDWEST
1919,213478,Mediacom,CABLE,15,1,-6,-5,IA,MIDWEST
1920,214156,Mediacom,CABLE,15,1,-6,-5,IA,MIDWEST
1921,214520,Windstream,DSL,12,0.768,-6,-5,IA,MIDWEST
1922,214526,Mediacom,CABLE,50,5,-6,-5,IA,MIDWEST
1923,214528,Mediacom,CABLE,50,5,-6,-5,IA,MIDWEST
1924,214530,Mediacom,CABLE,15,1,-6,-5,IA,MIDWEST
1925,215356,Windstream,DSL,1.5,0.384,-6,-5,IA,MIDWEST
1926,216022,Windstream,DSL,6,0.768,-6,-5,IA,MIDWEST
1927,216792,Qwest,DSL,20,0.896,-6,-5,IA,MIDWEST
1928,217202,Mediacom,CABLE,150,10,-6,-5,IA,MIDWEST
1929,232408,Windstream,DSL,12,0.512,-6,-5,IA,MIDWEST
1930,233004,Qwest,DSL,20,0.896,-6,-5,IA,MIDWEST
1931,234804,Qwest,DSL,40,5,-6,-5,IA,MIDWEST
1932,496238,Mediacom,CABLE,15,1,-8,-7,IA,MIDWEST
1934,566360,Mediacom,CABLE,150,10,-6,-5,IA,MIDWEST
1936,605966,Mediacom,CABLE,100,10,-6,-5,IA,MIDWEST
1937,614084,Qwest,DSL,3,0.64,-6,-5,IA,MIDWEST
1938,614086,Mediacom,CABLE,100,10,-6,-5,IA,MIDWEST
1939,614088,Qwest,DSL,12,0.896,-6,-5,IA,MIDWEST
1940,614090,Mediacom,CABLE,150,10,-6,-5,IA,MIDWEST
1941,614092,Mediacom,CABLE,100,10,-6,-5,IA,MIDWEST
1942,615358,Qwest,DSL,40,5,-6,-5,IA,MIDWEST
1943,615360,Mediacom,CABLE,20,2,-6,-5,IA,MIDWEST
1944,615362,Windstream,DSL,12,0.768,-6,-5,IA,MIDWEST
1945,615364,Mediacom,CABLE,150,10,-6,-5,IA,MIDWEST
1946,619832,Windstream,DSL,12,0.768,-6,-5,IA,MIDWEST
1947,619834,Windstream,DSL,3,0.768,-6,-5,IA,MIDWEST
1948,620658,Mediacom,CABLE,15,1,-6,-5,IA,MIDWEST
1949,621636,Mediacom,CABLE,15,1,-6,-5,IA,MIDWEST
1950,637792,Mediacom,CABLE,15,1,-6,-5,IA,MIDWEST
1951,979,Time Warner Cable,CABLE,15,1,-8,-7,ID,WEST
1952,6314,Qwest,DSL,40,5,-7,-6,ID,WEST
1953,6657,Comcast,CABLE,50,10,-8,-7,ID,WEST
1954,7680,Time Warner Cable,CABLE,20,2,-8,-7,ID,WEST
1955,8250,Qwest,DSL,20,5,-7,-6,ID,WEST
1956,8298,Qwest,DSL,7,0.896,-7,-6,ID,WEST
1957,8861,Qwest,DSL,20,0.896,-7,-6,ID,WEST
1958,9395,Qwest,DSL,7,0.896,-7,-6,ID,WEST
1959,11595,Qwest,DSL,7,0.896,-7,-6,ID,WEST
1961,12561,Time Warner Cable,CABLE,15,2,-8,-7,ID,WEST
1962,27145,Frontier,DSL,1,0.384,-8,-7,ID,WEST
1963,27187,Frontier,DSL,3,0.384,-8,-7,ID,WEST
1965,27246,Frontier,DSL,1,0.192,-7,-6,ID,WEST
1966,27248,Frontier,DSL,6,0.768,-8,-7,ID,WEST
