,Provider,State,Weight,Technology,Download Bandwidth Mbps ,Upload Bandwidth Mbps,Usage Allowance GB,Monthly Charge,Other Mandatory Charge,Surcharge,Total Charge,Total Charge Spread,Regression Data
870,"Cox Communications, Inc",Arizona,2191.16,Cable,150.0,20.0,400,99.99,0.0,0.0,99.99,0.0,No
871,"Cox Communications, Inc",Arizona,2399.16,Cable,150.0,20.0,400,99.99,0.0,0.0,99.99,0.0,No
872,"Cox Communications, Inc",Arizona,2415.16,Cable,150.0,20.0,400,99.99,0.0,0.0,99.99,0.0,No
873,"Cox Communications, Inc",Arizona,2919.16,Cable,150.0,20.0,400,99.99,0.0,0.0,99.99,0.0,No
874,"Cox Communications, Inc",Arizona,3361.16,Cable,150.0,20.0,400,99.99,0.0,0.0,99.99,0.0,No
875,"Cox Communications, Inc",California,2016.16,Cable,1.0,0.375,50,32.99,0.0,0.0,32.99,0.0,No
876,"Cox Communications, Inc",California,2334.16,Cable,1.0,0.375,50,32.99,0.0,0.0,32.99,0.0,No
877,"Cox Communications, Inc",California,2349.16,Cable,1.0,0.375,50,32.99,0.0,0.0,32.99,0.0,No
878,"Cox Communications, Inc",California,2867.16,Cable,1.0,0.375,50,32.99,0.0,0.0,32.99,0.0,No
879,"Cox Communications, Inc",California,2884.16,Cable,1.0,0.375,50,32.99,0.0,0.0,32.99,0.0,No
880,"Cox Communications, Inc",California,2016.16,Cable,5.0,1.0,100,47.99,0.0,0.0,47.99,0.0,Yes
881,"Cox Communications, Inc",California,2334.16,Cable,5.0,1.0,100,47.99,0.0,0.0,47.99,0.0,Yes
882,"Cox Communications, Inc",California,2349.16,Cable,5.0,1.0,100,47.99,0.0,0.0,47.99,0.0,Yes
883,"Cox Communications, Inc",California,2867.16,Cable,5.0,1.0,100,47.99,0.0,0.0,47.99,0.0,Yes
884,"Cox Communications, Inc",California,2884.16,Cable,5.0,1.0,100,47.99,0.0,0.0,47.99,0.0,Yes
885,"Cox Communications, Inc",California,2016.16,Cable,50.0,5.0,250,61.99,0.0,0.0,61.99,0.0,No
886,"Cox Communications, Inc",California,2334.16,Cable,50.0,5.0,250,61.99,0.0,0.0,61.99,0.0,No
887,"Cox Communications, Inc",California,2349.16,Cable,50.0,5.0,250,61.99,0.0,0.0,61.99,0.0,No
888,"Cox Communications, Inc",California,2867.16,Cable,50.0,5.0,250,61.99,0.0,0.0,61.99,0.0,No
889,"Cox Communications, Inc",California,2884.16,Cable,50.0,5.0,250,61.99,0.0,0.0,61.99,0.0,No
890,"Cox Communications, Inc",California,2016.16,Cable,100.0,10.0,300,73.99,0.0,0.0,73.99,0.0,No
891,"Cox Communications, Inc",California,2334.16,Cable,100.0,10.0,300,73.99,0.0,0.0,73.99,0.0,No
892,"Cox Communications, Inc",California,2349.16,Cable,100.0,10.0,300,73.99,0.0,0.0,73.99,0.0,No
893,"Cox Communications, Inc",California,2867.16,Cable,100.0,10.0,300,73.99,0.0,0.0,73.99,0.0,No
894,"Cox Communications, Inc",California,2884.16,Cable,100.0,10.0,300,73.99,0.0,0.0,73.99,0.0,No
895,"Cox Communications, Inc",California,2016.16,Cable,150.0,20.0,400,99.99,0.0,0.0,99.99,0.0,No
896,"Cox Communications, Inc",California,2334.16,Cable,150.0,20.0,400,99.99,0.0,0.0,99.99,0.0,No
897,"Cox Communications, Inc",California,2349.16,Cable,150.0,20.0,400,99.99,0.0,0.0,99.99,0.0,No
898,"Cox Communications, Inc",California,2867.16,Cable,150.0,20.0,400,99.99,0.0,0.0,99.99,0.0,No
899,"Cox Communications, Inc",California,2884.16,Cable,150.0,20.0,400,99.99,0.0,0.0,99.99,0.0,No
900,"Cox Communications, Inc",Connecticut,1894.16,Cable,1.0,0.375,50,32.99,0.0,0.0,32.99,0.0,No
901,"Cox Communications, Inc",Connecticut,3248.16,Cable,1.0,0.375,50,32.99,0.0,0.0,32.99,0.0,No
902,"Cox Communications, Inc",Connecticut,1894.16,Cable,5.0,1.0,100,48.99,0.0,0.0,48.99,0.0,Yes
903,"Cox Communications, Inc",Connecticut,3248.16,Cable,5.0,1.0,100,48.99,0.0,0.0,48.99,0.0,Yes
904,"Cox Communications, Inc",Connecticut,1894.16,Cable,50.0,5.0,250,62.99,0.0,0.0,62.99,0.0,No
905,"Cox Communications, Inc",Connecticut,3248.16,Cable,50.0,5.0,250,62.99,0.0,0.0,62.99,0.0,No
906,"Cox Communications, Inc",Connecticut,1894.16,Cable,100.0,10.0,300,73.99,0.0,0.0,73.99,0.0,No
907,"Cox Communications, Inc",Connecticut,3248.16,Cable,100.0,10.0,300,73.99,0.0,0.0,73.99,0.0,No
908,"Cox Communications, Inc",Connecticut,1894.16,Cable,150.0,20.0,400,99.99,0.0,0.0,99.99,0.0,No
909,"Cox Communications, Inc",Connecticut,3248.16,Cable,150.0,20.0,400,99.99,0.0,0.0,99.99,0.0,No
910,"Cox Communications, Inc",Florida,3483.16,Cable,1.0,0.375,50,32.99,0.0,0.0,32.99,0.0,No
911,"Cox Communications, Inc",Florida,3483.16,Cable,5.0,1.0,100,48.99,0.0,0.0,48.99,0.0,Yes
912,"Cox Communications, Inc",Florida,3483.16,Cable,50.0,5.0,250,62.99,0.0,0.0,62.99,0.0,No
913,"Cox Communications, Inc",Florida,3483.16,Cable,100.0,10.0,300,73.99,0.0,0.0,73.99,0.0,No
914,"Cox Communications, Inc",Florida,3483.16,Cable,150.0,20.0,400,99.99,0.0,0.0,99.99,0.0,No
915,"Cox Communications, Inc",Kansas,3385.16,Cable,1.0,0.375,50,32.99,0.0,0.0,32.99,0.0,No
916,"Cox Communications, Inc",Kansas,3385.16,Cable,5.0,1.0,100,48.99,0.0,0.0,48.99,0.0,Yes
917,"Cox Communications, Inc",Kansas,3385.16,Cable,50.0,5.0,250,62.99,0.0,0.0,62.99,0.0,No
918,"Cox Communications, Inc",Kansas,3385.16,Cable,100.0,10.0,300,73.99,0.0,0.0,73.99,0.0,No
919,"Cox Communications, Inc",Kansas,3385.16,Cable,150.0,20.0,400,99.99,0.0,0.0,99.99,0.0,No
920,"Cox Communications, Inc",Nebraska,1997.16,Cable,1.0,0.375,50,32.99,0.0,0.0,32.99,0.0,No
921,"Cox Communications, Inc",Nebraska,2531.16,Cable,1.0,0.375,50,32.99,0.0,0.0,32.99,0.0,No
922,"Cox Communications, Inc",Nebraska,1997.16,Cable,5.0,1.0,100,48.99,0.0,0.0,48.99,0.0,Yes
923,"Cox Communications, Inc",Nebraska,2531.16,Cable,5.0,1.0,100,48.99,0.0,0.0,48.99,0.0,Yes
924,"Cox Communications, Inc",Nebraska,1997.16,Cable,50.0,5.0,250,62.99,0.0,0.0,62.99,0.0,No
925,"Cox Communications, Inc",Nebraska,2531.16,Cable,50.0,5.0,250,62.99,0.0,0.0,62.99,0.0,No
926,"Cox Communications, Inc",Nebraska,1997.16,Cable,100.0,10.0,300,73.99,0.0,0.0,73.99,0.0,No
927,"Cox Communications, Inc",Nebraska,2531.16,Cable,100.0,10.0,300,73.99,0.0,0.0,73.99,0.0,No
928,"Cox Communications, Inc",Nebraska,1997.16,Cable,150.0,20.0,400,99.99,0.0,0.0,99.99,0.0,No
929,"Cox Communications, Inc",Nebraska,2531.16,Cable,150.0,20.0,400,99.99,0.0,0.0,99.99,0.0,No
930,"Cox Communications, Inc",Nevada,1561.16,Cable,1.0,0.375,50,32.99,0.0,0.0,32.99,0.0,No
931,"Cox Communications, Inc",Nevada,1999.16,Cable,1.0,0.375,50,32.99,0.0,0.0,32.99,0.0,No
932,"Cox Communications, Inc",Nevada,2144.16,Cable,1.0,0.375,50,32.99,0.0,0.0,32.99,0.0,No
933,"Cox Communications, Inc",Nevada,1561.16,Cable,5.0,1.0,100,47.99,0.0,0.0,47.99,0.0,Yes
934,"Cox Communications, Inc",Nevada,1999.16,Cable,5.0,1.0,100,47.99,0.0,0.0,47.99,0.0,Yes
935,"Cox Communications, Inc",Nevada,2144.16,Cable,5.0,1.0,100,47.99,0.0,0.0,47.99,0.0,Yes
936,"Cox Communications, Inc",Nevada,1561.16,Cable,50.0,5.0,250,62.99,0.0,0.0,62.99,0.0,No
937,"Cox Communications, Inc",Nevada,1999.16,Cable,50.0,5.0,250,62.99,0.0,0.0,62.99,0.0,No
938,"Cox Communications, Inc",Nevada,2144.16,Cable,50.0,5.0,250,62.99,0.0,0.0,62.99,0.0,No
939,"Cox Communications, Inc",Nevada,1561.16,Cable,100.0,10.0,300,73.99,0.0,0.0,73.99,0.0,No
940,"Cox Communications, Inc",Nevada,1999.16,Cable,100.0,10.0,300,73.99,0.0,0.0,73.99,0.0,No
941,"Cox Communications, Inc",Nevada,2144.16,Cable,100.0,10.0,300,73.99,0.0,0.0,73.99,0.0,No
942,"Cox Communications, Inc",Nevada,1561.16,Cable,150.0,20.0,400,109.99,0.0,0.0,109.99,0.0,No
943,"Cox Communications, Inc",Nevada,1999.16,Cable,150.0,20.0,400,109.99,0.0,0.0,109.99,0.0,No
944,"Cox Communications, Inc",Nevada,2144.16,Cable,150.0,20.0,400,109.99,0.0,0.0,109.99,0.0,No
945,"Cox Communications, Inc",Oklahoma,1770.16,Cable,1.0,0.375,50,32.99,0.0,0.0,32.99,0.0,No
946,"Cox Communications, Inc",Oklahoma,1915.16,Cable,1.0,0.375,50,32.99,0.0,0.0,32.99,0.0,No
947,"Cox Communications, Inc",Oklahoma,1770.16,Cable,5.0,1.0,100,46.99,0.0,0.0,46.99,0.0,Yes
948,"Cox Communications, Inc",Oklahoma,1915.16,Cable,5.0,1.0,100,46.99,0.0,0.0,46.99,0.0,Yes
949,"Cox Communications, Inc",Oklahoma,1770.16,Cable,50.0,5.0,250,60.99,0.0,0.0,60.99,0.0,No
950,"Cox Communications, Inc",Oklahoma,1915.16,Cable,50.0,5.0,250,60.99,0.0,0.0,60.99,0.0,No
951,"Cox Communications, Inc",Oklahoma,1770.16,Cable,100.0,10.0,300,71.99,0.0,0.0,71.99,0.0,No
952,"Cox Communications, Inc",Oklahoma,1915.16,Cable,100.0,10.0,300,71.99,0.0,0.0,71.99,0.0,No
953,"Cox Communications, Inc",Oklahoma,1770.16,Cable,150.0,20.0,400,99.99,0.0,0.0,99.99,0.0,No
954,"Cox Communications, Inc",Oklahoma,1915.16,Cable,150.0,20.0,400,99.99,0.0,0.0,99.99,0.0,No
955,"Cox Communications, Inc",Rhode Island,2789.16,Cable,1.0,0.375,50,32.99,0.0,0.0,32.99,0.0,No
956,"Cox Communications, Inc",Rhode Island,2789.16,Cable,5.0,1.0,100,45.99,0.0,0.0,45.99,0.0,Yes
957,"Cox Communications, Inc",Rhode Island,2789.16,Cable,50.0,5.0,250,59.99,0.0,0.0,59.99,0.0,No
958,"Cox Communications, Inc",Rhode Island,2789.16,Cable,100.0,10.0,300,71.99,0.0,0.0,71.99,0.0,No
959,"Cox Communications, Inc",Rhode Island,2789.16,Cable,150.0,20.0,400,99.99,0.0,0.0,99.99,0.0,No
960,"Cox Communications, Inc",Virginia,3466.16,Cable,1.0,0.375,50,32.99,0.0,0.0,32.99,0.0,No
961,"Cox Communications, Inc",Virginia,3466.16,Cable,5.0,1.0,100,45.99,0.0,0.0,45.99,0.0,Yes
962,"Cox Communications, Inc",Virginia,3466.16,Cable,50.0,5.0,250,59.99,0.0,0.0,59.99,0.0,No
963,"Cox Communications, Inc",Virginia,3466.16,Cable,100.0,10.0,300,71.99,0.0,0.0,71.99,0.0,No
964,"Cox Communications, Inc",Virginia,3466.16,Cable,150.0,20.0,400,99.99,0.0,0.0,99.99,0.0,No
965,CSC Holdings LLC,New Jersey,586.0,Cable,5.0,1.0,Unlimited,24.95,0.0,0.0,24.95,0.0,Yes
966,CSC Holdings LLC,New Jersey,673.0,Cable,5.0,1.0,Unlimited,24.95,0.0,0.0,24.95,0.0,Yes
967,CSC Holdings LLC,New Jersey,742.0,Cable,5.0,1.0,Unlimited,24.95,0.0,0.0,24.95,0.0,Yes
968,CSC Holdings LLC,New Jersey,831.0,Cable,5.0,1.0,Unlimited,24.95,0.0,0.0,24.95,0.0,Yes
969,CSC Holdings LLC,New Jersey,1555.5,Cable,5.0,1.0,Unlimited,24.95,0.0,0.0,24.95,0.0,Yes
970,CSC Holdings LLC,New Jersey,1730.0,Cable,5.0,1.0,Unlimited,24.95,0.0,0.0,24.95,0.0,Yes
971,CSC Holdings LLC,New Jersey,2689.0,Cable,5.0,1.0,Unlimited,24.95,0.0,0.0,24.95,0.0,Yes
972,CSC Holdings LLC,New Jersey,3139.0,Cable,5.0,1.0,Unlimited,24.95,0.0,0.0,24.95,0.0,Yes
973,CSC Holdings LLC,New Jersey,586.0,Cable,15.0,5.0,Unlimited,59.95,0.0,0.0,59.95,0.0,Yes
974,CSC Holdings LLC,New Jersey,673.0,Cable,15.0,5.0,Unlimited,59.95,0.0,0.0,59.95,0.0,Yes
975,CSC Holdings LLC,New Jersey,742.0,Cable,15.0,5.0,Unlimited,59.95,0.0,0.0,59.95,0.0,Yes
976,CSC Holdings LLC,New Jersey,831.0,Cable,15.0,5.0,Unlimited,59.95,0.0,0.0,59.95,0.0,Yes
977,CSC Holdings LLC,New Jersey,1555.5,Cable,15.0,5.0,Unlimited,59.95,0.0,0.0,59.95,0.0,Yes
978,CSC Holdings LLC,New Jersey,1730.0,Cable,15.0,5.0,Unlimited,59.95,0.0,0.0,59.95,0.0,Yes
979,CSC Holdings LLC,New Jersey,2689.0,Cable,15.0,5.0,Unlimited,59.95,0.0,0.0,59.95,0.0,Yes
980,CSC Holdings LLC,New Jersey,3139.0,Cable,15.0,5.0,Unlimited,59.95,0.0,0.0,59.95,0.0,Yes
981,CSC Holdings LLC,New Jersey,586.0,Cable,50.0,25.0,Unlimited,64.9,0.0,0.0,64.9,0.0,No
982,CSC Holdings LLC,New Jersey,673.0,Cable,50.0,25.0,Unlimited,64.9,0.0,0.0,64.9,0.0,No
983,CSC Holdings LLC,New Jersey,742.0,Cable,50.0,25.0,Unlimited,64.9,0.0,0.0,64.9,0.0,No
984,CSC Holdings LLC,New Jersey,831.0,Cable,50.0,25.0,Unlimited,64.9,0.0,0.0,64.9,0.0,No
985,CSC Holdings LLC,New Jersey,1555.5,Cable,50.0,25.0,Unlimited,64.9,0.0,0.0,64.9,0.0,No
986,CSC Holdings LLC,New Jersey,1730.0,Cable,50.0,25.0,Unlimited,64.9,0.0,0.0,64.9,0.0,No
987,CSC Holdings LLC,New Jersey,2689.0,Cable,50.0,25.0,Unlimited,64.9,0.0,0.0,64.9,0.0,No
988,CSC Holdings LLC,New Jersey,3139.0,Cable,50.0,25.0,Unlimited,64.9,0.0,0.0,64.9,0.0,No
989,CSC Holdings LLC,New Jersey,586.0,Cable,75.0,35.0,Unlimited,79.95,0.0,0.0,79.95,0.0,No
990,CSC Holdings LLC,New Jersey,673.0,Cable,75.0,35.0,Unlimited,79.95,0.0,0.0,79.95,0.0,No
991,CSC Holdings LLC,New Jersey,742.0,Cable,75.0,35.0,Unlimited,79.95,0.0,0.0,79.95,0.0,No
992,CSC Holdings LLC,New Jersey,831.0,Cable,75.0,35.0,Unlimited,79.95,0.0,0.0,79.95,0.0,No
993,CSC Holdings LLC,New Jersey,1555.5,Cable,75.0,35.0,Unlimited,79.95,0.0,0.0,79.95,0.0,No
994,CSC Holdings LLC,New Jersey,1730.0,Cable,75.0,35.0,Unlimited,79.95,0.0,0.0,79.95,0.0,No
995,CSC Holdings LLC,New Jersey,2689.0,Cable,75.0,35.0,Unlimited,79.95,0.0,0.0,79.95,0.0,No
996,CSC Holdings LLC,New Jersey,3139.0,Cable,75.0,35.0,Unlimited,79.95,0.0,0.0,79.95,0.0,No
997,CSC Holdings LLC,New Jersey,586.0,Cable,101.0,35.0,Unlimited,114.95,0.0,0.0,114.95,0.0,No
998,CSC Holdings LLC,New Jersey,673.0,Cable,101.0,35.0,Unlimited,114.95,0.0,0.0,114.95,0.0,No
999,CSC Holdings LLC,New Jersey,742.0,Cable,101.0,35.0,Unlimited,114.95,0.0,0.0,114.95,0.0,No
1000,CSC Holdings LLC,New Jersey,831.0,Cable,101.0,35.0,Unlimited,114.95,0.0,0.0,114.95,0.0,No
1001,CSC Holdings LLC,New Jersey,1555.5,Cable,101.0,35.0,Unlimited,114.95,0.0,0.0,114.95,0.0,No
1002,CSC Holdings LLC,New Jersey,1730.0,Cable,101.0,35.0,Unlimited,114.95,0.0,0.0,114.95,0.0,No
1003,CSC Holdings LLC,New Jersey,2689.0,Cable,101.0,35.0,Unlimited,114.95,0.0,0.0,114.95,0.0,No
1004,CSC Holdings LLC,New Jersey,3139.0,Cable,101.0,35.0,Unlimited,114.95,0.0,0.0,114.95,0.0,No
1005,CSC Holdings LLC,New York,480.0,Cable,5.0,1.0,Unlimited,24.95,0.0,0.0,24.95,0.0,Yes
1006,CSC Holdings LLC,New York,700.0,Cable,5.0,1.0,Unlimited,24.95,0.0,0.0,24.95,0.0,Yes
1007,CSC Holdings LLC,New York,1191.0,Cable,5.0,1.0,Unlimited,24.95,0.0,0.0,24.95,0.0,Yes
1008,CSC Holdings LLC,New York,1259.0,Cable,5.0,1.0,Unlimited,24.95,0.0,0.0,24.95,0.0,Yes
1009,CSC Holdings LLC,New York,1304.0,Cable,5.0,1.0,Unlimited,24.95,0.0,0.0,24.95,0.0,Yes
1010,CSC Holdings LLC,New York,1337.0,Cable,5.0,1.0,Unlimited,24.95,0.0,0.0,24.95,0.0,Yes
1011,CSC Holdings LLC,New York,1354.0,Cable,5.0,1.0,Unlimited,24.95,0.0,0.0,24.95,0.0,Yes
1012,CSC Holdings LLC,New York,1365.0,Cable,5.0,1.0,Unlimited,24.95,0.0,0.0,24.95,0.0,Yes
1013,CSC Holdings LLC,New York,1603.0,Cable,5.0,1.0,Unlimited,24.95,0.0,0.0,24.95,0.0,Yes
1014,CSC Holdings LLC,New York,1659.0,Cable,5.0,1.0,Unlimited,24.95,0.0,0.0,24.95,0.0,Yes
1015,CSC Holdings LLC,New York,1863.0,Cable,5.0,1.0,Unlimited,24.95,0.0,0.0,24.95,0.0,Yes
1016,CSC Holdings LLC,New York,1974.0,Cable,5.0,1.0,Unlimited,24.95,0.0,0.0,24.95,0.0,Yes
1017,CSC Holdings LLC,New York,2134.0,Cable,5.0,1.0,Unlimited,24.95,0.0,0.0,24.95,0.0,Yes
1018,CSC Holdings LLC,New York,2432.0,Cable,5.0,1.0,Unlimited,24.95,0.0,0.0,24.95,0.0,Yes
1019,CSC Holdings LLC,New York,480.0,Cable,15.0,5.0,Unlimited,59.95,0.0,0.0,59.95,0.0,Yes
1020,CSC Holdings LLC,New York,700.0,Cable,15.0,5.0,Unlimited,59.95,0.0,0.0,59.95,0.0,Yes
1021,CSC Holdings LLC,New York,1191.0,Cable,15.0,5.0,Unlimited,59.95,0.0,0.0,59.95,0.0,Yes
1022,CSC Holdings LLC,New York,1259.0,Cable,15.0,5.0,Unlimited,59.95,0.0,0.0,59.95,0.0,Yes
1023,CSC Holdings LLC,New York,1304.0,Cable,15.0,5.0,Unlimited,59.95,0.0,0.0,59.95,0.0,Yes
1024,CSC Holdings LLC,New York,1337.0,Cable,15.0,5.0,Unlimited,59.95,0.0,0.0,59.95,0.0,Yes
1025,CSC Holdings LLC,New York,1354.0,Cable,15.0,5.0,Unlimited,59.95,0.0,0.0,59.95,0.0,Yes
1026,CSC Holdings LLC,New York,1365.0,Cable,15.0,5.0,Unlimited,59.95,0.0,0.0,59.95,0.0,Yes
1027,CSC Holdings LLC,New York,1603.0,Cable,15.0,5.0,Unlimited,59.95,0.0,0.0,59.95,0.0,Yes
1028,CSC Holdings LLC,New York,1659.0,Cable,15.0,5.0,Unlimited,59.95,0.0,0.0,59.95,0.0,Yes
1029,CSC Holdings LLC,New York,1863.0,Cable,15.0,5.0,Unlimited,59.95,0.0,0.0,59.95,0.0,Yes
1030,CSC Holdings LLC,New York,1974.0,Cable,15.0,5.0,Unlimited,59.95,0.0,0.0,59.95,0.0,Yes
1031,CSC Holdings LLC,New York,2134.0,Cable,15.0,5.0,Unlimited,59.95,0.0,0.0,59.95,0.0,Yes
1032,CSC Holdings LLC,New York,2432.0,Cable,15.0,5.0,Unlimited,59.95,0.0,0.0,59.95,0.0,Yes
1033,CSC Holdings LLC,New York,480.0,Cable,50.0,25.0,Unlimited,64.9,0.0,0.0,64.9,0.0,No
1034,CSC Holdings LLC,New York,700.0,Cable,50.0,25.0,Unlimited,64.9,0.0,0.0,64.9,0.0,No
1035,CSC Holdings LLC,New York,1191.0,Cable,50.0,25.0,Unlimited,64.9,0.0,0.0,64.9,0.0,No
1036,CSC Holdings LLC,New York,1259.0,Cable,50.0,25.0,Unlimited,64.9,0.0,0.0,64.9,0.0,No
1037,CSC Holdings LLC,New York,1304.0,Cable,50.0,25.0,Unlimited,64.9,0.0,0.0,64.9,0.0,No
1038,CSC Holdings LLC,New York,1337.0,Cable,50.0,25.0,Unlimited,64.9,0.0,0.0,64.9,0.0,No
1039,CSC Holdings LLC,New York,1354.0,Cable,50.0,25.0,Unlimited,64.9,0.0,0.0,64.9,0.0,No
1040,CSC Holdings LLC,New York,1365.0,Cable,50.0,25.0,Unlimited,64.9,0.0,0.0,64.9,0.0,No
1041,CSC Holdings LLC,New York,1603.0,Cable,50.0,25.0,Unlimited,64.9,0.0,0.0,64.9,0.0,No
1042,CSC Holdings LLC,New York,1659.0,Cable,50.0,25.0,Unlimited,64.9,0.0,0.0,64.9,0.0,No
1043,CSC Holdings LLC,New York,1863.0,Cable,50.0,25.0,Unlimited,64.9,0.0,0.0,64.9,0.0,No
1044,CSC Holdings LLC,New York,1974.0,Cable,50.0,25.0,Unlimited,64.9,0.0,0.0,64.9,0.0,No
1045,CSC Holdings LLC,New York,2134.0,Cable,50.0,25.0,Unlimited,64.9,0.0,0.0,64.9,0.0,No
1046,CSC Holdings LLC,New York,2432.0,Cable,50.0,25.0,Unlimited,64.9,0.0,0.0,64.9,0.0,No
1047,CSC Holdings LLC,New York,480.0,Cable,75.0,35.0,Unlimited,79.95,0.0,0.0,79.95,0.0,No
1048,CSC Holdings LLC,New York,700.0,Cable,75.0,35.0,Unlimited,79.95,0.0,0.0,79.95,0.0,No
1049,CSC Holdings LLC,New York,1191.0,Cable,75.0,35.0,Unlimited,79.95,0.0,0.0,79.95,0.0,No
1050,CSC Holdings LLC,New York,1259.0,Cable,75.0,35.0,Unlimited,79.95,0.0,0.0,79.95,0.0,No
1051,CSC Holdings LLC,New York,1304.0,Cable,75.0,35.0,Unlimited,79.95,0.0,0.0,79.95,0.0,No
1052,CSC Holdings LLC,New York,1337.0,Cable,75.0,35.0,Unlimited,79.95,0.0,0.0,79.95,0.0,No
1053,CSC Holdings LLC,New York,1354.0,Cable,75.0,35.0,Unlimited,79.95,0.0,0.0,79.95,0.0,No
1054,CSC Holdings LLC,New York,1365.0,Cable,75.0,35.0,Unlimited,79.95,0.0,0.0,79.95,0.0,No
1055,CSC Holdings LLC,New York,1603.0,Cable,75.0,35.0,Unlimited,79.95,0.0,0.0,79.95,0.0,No
1056,CSC Holdings LLC,New York,1659.0,Cable,75.0,35.0,Unlimited,79.95,0.0,0.0,79.95,0.0,No
1057,CSC Holdings LLC,New York,1863.0,Cable,75.0,35.0,Unlimited,79.95,0.0,0.0,79.95,0.0,No
1058,CSC Holdings LLC,New York,1974.0,Cable,75.0,35.0,Unlimited,79.95,0.0,0.0,79.95,0.0,No
1059,CSC Holdings LLC,New York,2134.0,Cable,75.0,35.0,Unlimited,79.95,0.0,0.0,79.95,0.0,No
1060,CSC Holdings LLC,New York,2432.0,Cable,75.0,35.0,Unlimited,79.95,0.0,0.0,79.95,0.0,No
1061,CSC Holdings LLC,New York,480.0,Cable,101.0,35.0,Unlimited,114.95,0.0,0.0,114.95,0.0,No
1062,CSC Holdings LLC,New York,700.0,Cable,101.0,35.0,Unlimited,114.95,0.0,0.0,114.95,0.0,No
1063,CSC Holdings LLC,New York,1191.0,Cable,101.0,35.0,Unlimited,114.95,0.0,0.0,114.95,0.0,No
1064,CSC Holdings LLC,New York,1259.0,Cable,101.0,35.0,Unlimited,114.95,0.0,0.0,114.95,0.0,No
1065,CSC Holdings LLC,New York,1304.0,Cable,101.0,35.0,Unlimited,114.95,0.0,0.0,114.95,0.0,No
1066,CSC Holdings LLC,New York,1337.0,Cable,101.0,35.0,Unlimited,114.95,0.0,0.0,114.95,0.0,No
1067,CSC Holdings LLC,New York,1354.0,Cable,101.0,35.0,Unlimited,114.95,0.0,0.0,114.95,0.0,No
1068,CSC Holdings LLC,New York,1365.0,Cable,101.0,35.0,Unlimited,114.95,0.0,0.0,114.95,0.0,No
1069,CSC Holdings LLC,New York,1603.0,Cable,101.0,35.0,Unlimited,114.95,0.0,0.0,114.95,0.0,No
1070,CSC Holdings LLC,New York,1659.0,Cable,101.0,35.0,Unlimited,114.95,0.0,0.0,114.95,0.0,No
1071,CSC Holdings LLC,New York,1863.0,Cable,101.0,35.0,Unlimited,114.95,0.0,0.0,114.95,0.0,No
1072,CSC Holdings LLC,New York,1974.0,Cable,101.0,35.0,Unlimited,114.95,0.0,0.0,114.95,0.0,No
