,Provider,State,Weight,Technology,Download Bandwidth Mbps ,Upload Bandwidth Mbps,Usage Allowance GB,Monthly Charge,Other Mandatory Charge,Surcharge,Total Charge,Total Charge Spread,Regression Data
1130,Frontier Communications,Pennsylvania,344.5,DSL,24.0,1.0,Unlimited,59.99,0.0,0.0,59.99,0.0,Yes
1131,Frontier Communications,Pennsylvania,448.75,DSL,24.0,1.0,Unlimited,69.99,0.0,0.0,69.99,0.0,Yes
1132,Frontier Communications,Pennsylvania,344.5,DSL,24.0,2.0,Unlimited,64.99,0.0,0.0,64.99,0.0,Yes
1133,Frontier Communications,Pennsylvania,448.75,DSL,24.0,2.0,Unlimited,74.99,0.0,0.0,74.99,0.0,Yes
1134,Frontier Communications Corporation,Arizona,1172.0,DSL,6.0,1.0,Unlimited,39.99,0.0,0.0,39.99,0.0,Yes
1135,Frontier Communications Corporation,Arizona,586.0,DSL,12.0,1.0,Unlimited,49.99,0.0,0.0,49.99,0.0,Yes
1136,Frontier Communications Corporation,Arizona,586.0,DSL,12.0,2.0,Unlimited,54.99,0.0,0.0,54.99,0.0,Yes
1137,Frontier Communications Corporation,Arizona,586.0,DSL,24.0,1.0,Unlimited,59.99,0.0,0.0,59.99,0.0,Yes
1138,Frontier Communications Corporation,Arizona,586.0,DSL,24.0,2.0,Unlimited,64.99,0.0,0.0,64.99,0.0,Yes
1139,Frontier Communications Corporation,Illinois,1226.5,DSL,6.0,1.0,Unlimited,39.99,0.0,0.0,39.99,0.0,Yes
1140,Frontier Communications Corporation,Illinois,1247.0,DSL,6.0,1.0,Unlimited,49.99,0.0,0.0,49.99,0.0,Yes
1141,Frontier Communications Corporation,Illinois,1837.0,DSL,6.0,1.0,Unlimited,39.99,0.0,0.0,39.99,0.0,Yes
1142,Frontier Communications Corporation,Illinois,2802.0,DSL,6.0,1.0,Unlimited,49.99,0.0,0.0,49.99,0.0,Yes
1143,Frontier Communications Corporation,Illinois,613.25,DSL,12.0,1.0,Unlimited,49.99,0.0,0.0,49.99,0.0,Yes
1144,Frontier Communications Corporation,Illinois,623.5,DSL,12.0,1.0,Unlimited,59.99,0.0,0.0,59.99,0.0,Yes
1145,Frontier Communications Corporation,Illinois,918.5,DSL,12.0,1.0,Unlimited,49.99,0.0,0.0,49.99,0.0,Yes
1146,Frontier Communications Corporation,Illinois,1401.0,DSL,12.0,1.0,Unlimited,59.99,0.0,0.0,59.99,0.0,Yes
1147,Frontier Communications Corporation,Illinois,613.25,DSL,12.0,2.0,Unlimited,54.99,0.0,0.0,54.99,0.0,Yes
1148,Frontier Communications Corporation,Illinois,623.5,DSL,12.0,2.0,Unlimited,64.99,0.0,0.0,64.99,0.0,Yes
1149,Frontier Communications Corporation,Illinois,918.5,DSL,12.0,2.0,Unlimited,54.99,0.0,0.0,54.99,0.0,Yes
1150,Frontier Communications Corporation,Illinois,1401.0,DSL,12.0,2.0,Unlimited,64.99,0.0,0.0,64.99,0.0,Yes
1151,Frontier Communications Corporation,Illinois,613.25,DSL,24.0,1.0,Unlimited,59.99,0.0,0.0,59.99,0.0,Yes
1152,Frontier Communications Corporation,Illinois,623.5,DSL,24.0,1.0,Unlimited,69.99,0.0,0.0,69.99,0.0,Yes
1153,Frontier Communications Corporation,Illinois,918.5,DSL,24.0,1.0,Unlimited,59.99,0.0,0.0,59.99,0.0,Yes
1154,Frontier Communications Corporation,Illinois,1401.0,DSL,24.0,1.0,Unlimited,69.99,0.0,0.0,69.99,0.0,Yes
1155,Frontier Communications Corporation,Illinois,613.25,DSL,24.0,2.0,Unlimited,64.99,0.0,0.0,64.99,0.0,Yes
1156,Frontier Communications Corporation,Illinois,623.5,DSL,24.0,2.0,Unlimited,74.99,0.0,0.0,74.99,0.0,Yes
1157,Frontier Communications Corporation,Illinois,918.5,DSL,24.0,2.0,Unlimited,64.99,0.0,0.0,64.99,0.0,Yes
1158,Frontier Communications Corporation,Illinois,1401.0,DSL,24.0,2.0,Unlimited,74.99,0.0,0.0,74.99,0.0,Yes
1159,Frontier Communications Corporation,Minnesota,599.5,DSL,6.0,1.0,Unlimited,49.99,0.0,0.0,49.99,0.0,Yes
1160,Frontier Communications Corporation,Minnesota,299.75,DSL,12.0,1.0,Unlimited,59.99,0.0,0.0,59.99,0.0,Yes
1161,Frontier Communications Corporation,Minnesota,299.75,DSL,12.0,2.0,Unlimited,64.99,0.0,0.0,64.99,0.0,Yes
1162,Frontier Communications Corporation,Minnesota,299.75,DSL,24.0,1.0,Unlimited,69.99,0.0,0.0,69.99,0.0,Yes
1163,Frontier Communications Corporation,Minnesota,299.75,DSL,24.0,2.0,Unlimited,74.99,0.0,0.0,74.99,0.0,Yes
1164,Frontier Communications Corporation,New York,759.5,DSL,6.0,1.0,Unlimited,39.99,0.0,0.0,39.99,0.0,Yes
1165,Frontier Communications Corporation,New York,1040.0,DSL,6.0,1.0,Unlimited,39.99,0.0,0.0,39.99,0.0,Yes
1166,Frontier Communications Corporation,New York,2163.0,DSL,6.0,1.0,Unlimited,39.99,0.0,0.0,39.99,0.0,Yes
1167,Frontier Communications Corporation,New York,379.75,DSL,12.0,1.0,Unlimited,49.99,0.0,0.0,49.99,0.0,Yes
1168,Frontier Communications Corporation,New York,520.0,DSL,12.0,1.0,Unlimited,49.99,0.0,0.0,49.99,0.0,Yes
1169,Frontier Communications Corporation,New York,1081.5,DSL,12.0,1.0,Unlimited,49.99,0.0,0.0,49.99,0.0,Yes
1170,Frontier Communications Corporation,New York,379.75,DSL,12.0,2.0,Unlimited,54.99,0.0,0.0,54.99,0.0,Yes
1171,Frontier Communications Corporation,New York,520.0,DSL,12.0,2.0,Unlimited,54.99,0.0,0.0,54.99,0.0,Yes
1172,Frontier Communications Corporation,New York,1081.5,DSL,12.0,2.0,Unlimited,54.99,0.0,0.0,54.99,0.0,Yes
1173,Frontier Communications Corporation,New York,379.75,DSL,24.0,1.0,Unlimited,59.99,0.0,0.0,59.99,0.0,Yes
1174,Frontier Communications Corporation,New York,520.0,DSL,24.0,1.0,Unlimited,59.99,0.0,0.0,59.99,0.0,Yes
1175,Frontier Communications Corporation,New York,1081.5,DSL,24.0,1.0,Unlimited,59.99,0.0,0.0,59.99,0.0,Yes
1176,Frontier Communications Corporation,New York,379.75,DSL,24.0,2.0,Unlimited,64.99,0.0,0.0,64.99,0.0,Yes
1177,Frontier Communications Corporation,New York,520.0,DSL,24.0,2.0,Unlimited,64.99,0.0,0.0,64.99,0.0,Yes
1178,Frontier Communications Corporation,New York,1081.5,DSL,24.0,2.0,Unlimited,64.99,0.0,0.0,64.99,0.0,Yes
1179,Frontier Communications Corporation,Ohio,301.2,DSL,6.0,1.0,Unlimited,39.99,0.0,0.0,39.99,0.0,Yes
1180,Frontier Communications Corporation,Ohio,2521.0,DSL,6.0,1.0,Unlimited,39.99,0.0,0.0,39.99,0.0,Yes
1181,Frontier Communications Corporation,Ohio,150.6,DSL,12.0,1.0,Unlimited,49.99,0.0,0.0,49.99,0.0,Yes
1182,Frontier Communications Corporation,Ohio,1260.5,DSL,12.0,1.0,Unlimited,49.99,0.0,0.0,49.99,0.0,Yes
1183,Frontier Communications Corporation,Ohio,150.6,DSL,12.0,2.0,Unlimited,54.99,0.0,0.0,54.99,0.0,Yes
1184,Frontier Communications Corporation,Ohio,1260.5,DSL,12.0,2.0,Unlimited,54.99,0.0,0.0,54.99,0.0,Yes
1185,Frontier Communications Corporation,Ohio,150.6,DSL,24.0,1.0,Unlimited,59.99,0.0,0.0,59.99,0.0,Yes
1186,Frontier Communications Corporation,Ohio,1260.5,DSL,24.0,1.0,Unlimited,59.99,0.0,0.0,59.99,0.0,Yes
1187,Frontier Communications Corporation,Ohio,150.6,DSL,24.0,2.0,Unlimited,64.99,0.0,0.0,64.99,0.0,Yes
1188,Frontier Communications Corporation,Ohio,1260.5,DSL,24.0,2.0,Unlimited,64.99,0.0,0.0,64.99,0.0,Yes
1189,Frontier Communications Corporation,Oregon,1144.5,DSL,6.0,1.0,Unlimited,39.99,0.0,0.0,39.99,0.0,Yes
1190,Frontier Communications Corporation,Oregon,572.25,DSL,12.0,1.0,Unlimited,49.99,0.0,0.0,49.99,0.0,Yes
1191,Frontier Communications Corporation,Oregon,572.25,DSL,12.0,2.0,Unlimited,54.99,0.0,0.0,54.99,0.0,Yes
1192,Frontier Communications Corporation,Oregon,572.25,DSL,24.0,1.0,Unlimited,59.99,0.0,0.0,59.99,0.0,Yes
1193,Frontier Communications Corporation,Oregon,572.25,DSL,24.0,2.0,Unlimited,64.99,0.0,0.0,64.99,0.0,Yes
1194,Frontier Communications Corporation,Oregon,1144.5,FTTH,30.0,5.0,Unlimited,39.99,0.0,0.0,39.99,0.0,Yes
1195,Frontier Communications Corporation,Oregon,1144.5,FTTH,50.0,10.0,Unlimited,79.99,0.0,0.0,79.99,0.0,No
1196,Frontier Communications Corporation,Oregon,1144.5,FTTH,100.0,15.0,Unlimited,119.99,0.0,0.0,119.99,0.0,No
1197,Frontier Communications Corporation,South Carolina,528.666666667,DSL,6.0,1.0,Unlimited,39.99,0.0,0.0,39.99,0.0,Yes
1198,Frontier Communications Corporation,South Carolina,264.333333333,DSL,12.0,1.0,Unlimited,49.99,0.0,0.0,49.99,0.0,Yes
1199,Frontier Communications Corporation,South Carolina,264.333333333,DSL,12.0,2.0,Unlimited,54.99,0.0,0.0,54.99,0.0,Yes
1200,Frontier Communications Corporation,South Carolina,264.333333333,DSL,24.0,1.0,Unlimited,59.99,0.0,0.0,59.99,0.0,Yes
1201,Frontier Communications Corporation,South Carolina,264.333333333,DSL,24.0,2.0,Unlimited,64.99,0.0,0.0,64.99,0.0,Yes
1202,Frontier Communications Corporation,Washington,1543.0,DSL,6.0,1.0,Unlimited,39.99,0.0,0.0,39.99,0.0,Yes
1203,Frontier Communications Corporation,Washington,2398.0,DSL,6.0,1.0,Unlimited,39.99,0.0,0.0,39.99,0.0,Yes
1204,Frontier Communications Corporation,Washington,771.5,DSL,12.0,1.0,Unlimited,49.99,0.0,0.0,49.99,0.0,Yes
1205,Frontier Communications Corporation,Washington,1199.0,DSL,12.0,1.0,Unlimited,49.99,0.0,0.0,49.99,0.0,Yes
1206,Frontier Communications Corporation,Washington,771.5,DSL,12.0,2.0,Unlimited,54.99,0.0,0.0,54.99,0.0,Yes
1207,Frontier Communications Corporation,Washington,1199.0,DSL,12.0,2.0,Unlimited,54.99,0.0,0.0,54.99,0.0,Yes
1208,Frontier Communications Corporation,Washington,771.5,DSL,24.0,1.0,Unlimited,59.99,0.0,0.0,59.99,0.0,Yes
1209,Frontier Communications Corporation,Washington,1199.0,DSL,24.0,1.0,Unlimited,59.99,0.0,0.0,59.99,0.0,Yes
1210,Frontier Communications Corporation,Washington,771.5,DSL,24.0,2.0,Unlimited,64.99,0.0,0.0,64.99,0.0,Yes
1211,Frontier Communications Corporation,Washington,1199.0,DSL,24.0,2.0,Unlimited,64.99,0.0,0.0,64.99,0.0,Yes
1212,Frontier Communications Corporation,Wisconsin,2657.0,DSL,6.0,1.0,Unlimited,49.99,0.0,0.0,49.99,0.0,Yes
1213,Frontier Communications Corporation,Wisconsin,1328.5,DSL,12.0,1.0,Unlimited,59.99,0.0,0.0,59.99,0.0,Yes
1214,Frontier Communications Corporation,Wisconsin,1328.5,DSL,12.0,2.0,Unlimited,64.99,0.0,0.0,64.99,0.0,Yes
1215,Frontier Communications Corporation,Wisconsin,1328.5,DSL,24.0,1.0,Unlimited,69.99,0.0,0.0,69.99,0.0,Yes
1216,Frontier Communications Corporation,Wisconsin,1328.5,DSL,24.0,2.0,Unlimited,74.99,0.0,0.0,74.99,0.0,Yes
1217,"FTC Diversified Services, LLC",South Carolina,528.666666667,DSL,1.5,0.5,Unlimited,34.95,0.0,0.0,34.95,0.0,No
1218,"FTC Diversified Services, LLC",South Carolina,528.666666667,DSL,4.0,1.0,Unlimited,34.95,0.0,0.0,34.95,0.0,Yes
1219,"FTC Diversified Services, LLC",South Carolina,264.333333333,DSL,15.0,1.0,Unlimited,39.95,0.0,0.0,39.95,0.0,Yes
1220,"FTC Diversified Services, LLC",South Carolina,264.333333333,DSL,15.0,3.0,Unlimited,59.95,0.0,0.0,59.95,0.0,Yes
1221,GCI Communication Corp.,Alaska,1774.0,Cable,10.0,1.0,10,39.99,0.0,11.99,51.98,0.0,Yes
1222,GCI Communication Corp.,Alaska,1774.0,Cable,12.0,1.0,60,59.99,0.0,11.99,71.98,0.0,Yes
1223,GCI Communication Corp.,Alaska,1774.0,Cable,15.0,1.0,100,69.99,0.0,11.99,81.98,0.0,Yes
1224,GCI Communication Corp.,Alaska,1774.0,Cable,18.0,1.5,150,89.99,0.0,11.99,101.98,0.0,Yes
1225,GCI Communication Corp.,Alaska,591.333333333,Cable,22.0,2.0,200,119.99,0.0,11.99,131.98,0.0,Yes
1226,GCI Communication Corp.,Alaska,591.333333333,Cable,22.0,2.0,250,144.99,0.0,11.99,156.98,0.0,No
1227,GCI Communication Corp.,Alaska,591.333333333,Cable,22.0,2.0,300,169.99,0.0,11.99,181.98,0.0,No
1228,GCI Communication Corp.,Alaska,1774.0,Cable,250.0,10.0,500,184.99,0.0,11.99,196.98,0.0,No
1229,"GoldStar Communications, LLC",Ohio,301.2,Fixed wireless,3.0,0.5,Unlimited,59.95,0.0,0.0,59.95,0.0,Yes
1230,"Google Fiber Kansas, LLC",Kansas,368.0,FTTH,5.0,1.0,Unlimited,0.0,0.0,0.0,0.0,0.0,No
1231,"Google Fiber Kansas, LLC",Kansas,777.0,FTTH,5.0,1.0,Unlimited,0.0,0.0,0.0,0.0,0.0,No
1232,"Google Fiber Kansas, LLC",Kansas,368.0,FTTH,1000.0,1000.0,Unlimited,70.0,0.0,0.0,70.0,0.0,No
1233,"Google Fiber Kansas, LLC",Kansas,777.0,FTTH,1000.0,1000.0,Unlimited,70.0,0.0,0.0,70.0,0.0,No
1234,"Google Fiber Missouri, LLC",Missouri,1326.0,FTTH,5.0,1.0,Unlimited,0.0,0.0,0.0,0.0,0.0,No
1235,"Google Fiber Missouri, LLC",Missouri,1326.0,FTTH,1000.0,1000.0,Unlimited,70.0,0.0,0.0,70.0,0.0,No
1236,"Hawaiian Telcom, Inc.",Hawaii,446.0,DSL,7.0,1.0,Unlimited,42.94,0.0,0.0,42.94,0.0,Yes
1237,"Hawaiian Telcom, Inc.",Hawaii,1894.0,DSL,7.0,1.0,Unlimited,42.94,0.0,0.0,42.94,0.0,Yes
1238,"Hawaiian Telcom, Inc.",Hawaii,2628.0,DSL,7.0,1.0,Unlimited,42.94,0.0,0.0,42.94,0.0,Yes
1239,"Hawaiian Telcom, Inc.",Hawaii,223.0,DSL,11.0,1.0,Unlimited,52.94,0.0,0.0,52.94,0.0,Yes
1240,"Hawaiian Telcom, Inc.",Hawaii,947.0,DSL,11.0,1.0,Unlimited,52.94,0.0,0.0,52.94,0.0,Yes
1241,"Hawaiian Telcom, Inc.",Hawaii,1314.0,DSL,11.0,1.0,Unlimited,52.94,0.0,0.0,52.94,0.0,Yes
1242,"Hawaiian Telcom, Inc.",Hawaii,223.0,DSL,15.0,1.0,Unlimited,60.94,0.0,0.0,60.94,0.0,Yes
1243,"Hawaiian Telcom, Inc.",Hawaii,947.0,DSL,15.0,1.0,Unlimited,60.94,0.0,0.0,60.94,0.0,Yes
1244,"Hawaiian Telcom, Inc.",Hawaii,1314.0,DSL,15.0,1.0,Unlimited,60.94,0.0,0.0,60.94,0.0,Yes
1245,"Hawaiian Telcom, Inc.",Hawaii,223.0,DSL,20.0,1.0,Unlimited,70.94,0.0,0.0,70.94,0.0,Yes
1246,"Hawaiian Telcom, Inc.",Hawaii,947.0,DSL,20.0,1.0,Unlimited,70.94,0.0,0.0,70.94,0.0,Yes
1247,"Hawaiian Telcom, Inc.",Hawaii,1314.0,DSL,20.0,1.0,Unlimited,70.94,0.0,0.0,70.94,0.0,Yes
1248,"Hawaiian Telcom, Inc.",Hawaii,223.0,DSL,25.0,1.0,Unlimited,80.94,0.0,0.0,80.94,0.0,Yes
1249,"Hawaiian Telcom, Inc.",Hawaii,947.0,DSL,25.0,1.0,Unlimited,80.94,0.0,0.0,80.94,0.0,Yes
1250,"Hawaiian Telcom, Inc.",Hawaii,1314.0,DSL,25.0,1.0,Unlimited,80.94,0.0,0.0,80.94,0.0,Yes
1251,"Hawaiian Telcom, Inc.",Hawaii,223.0,FTTH,11.0,1.0,Unlimited,52.94,0.0,0.0,52.94,0.0,Yes
1252,"Hawaiian Telcom, Inc.",Hawaii,947.0,FTTH,11.0,1.0,Unlimited,52.94,0.0,0.0,52.94,0.0,Yes
1253,"Hawaiian Telcom, Inc.",Hawaii,1314.0,FTTH,11.0,1.0,Unlimited,52.94,0.0,0.0,52.94,0.0,Yes
1254,"Hawaiian Telcom, Inc.",Hawaii,223.0,FTTH,15.0,1.0,Unlimited,60.94,0.0,0.0,60.94,0.0,Yes
1255,"Hawaiian Telcom, Inc.",Hawaii,947.0,FTTH,15.0,1.0,Unlimited,60.94,0.0,0.0,60.94,0.0,Yes
1256,"Hawaiian Telcom, Inc.",Hawaii,1314.0,FTTH,15.0,1.0,Unlimited,60.94,0.0,0.0,60.94,0.0,Yes
1257,"Hawaiian Telcom, Inc.",Hawaii,223.0,FTTH,20.0,1.0,Unlimited,70.94,0.0,0.0,70.94,0.0,Yes
1258,"Hawaiian Telcom, Inc.",Hawaii,947.0,FTTH,20.0,1.0,Unlimited,70.94,0.0,0.0,70.94,0.0,Yes
1259,"Hawaiian Telcom, Inc.",Hawaii,1314.0,FTTH,20.0,1.0,Unlimited,70.94,0.0,0.0,70.94,0.0,Yes
1260,"Hawaiian Telcom, Inc.",Hawaii,223.0,FTTH,25.0,1.0,Unlimited,80.94,0.0,0.0,80.94,0.0,Yes
1261,"Hawaiian Telcom, Inc.",Hawaii,947.0,FTTH,25.0,1.0,Unlimited,80.94,0.0,0.0,80.94,0.0,Yes
1262,"Hawaiian Telcom, Inc.",Hawaii,1314.0,FTTH,25.0,1.0,Unlimited,80.94,0.0,0.0,80.94,0.0,Yes
1263,"Hawaiian Telcom, Inc.",Hawaii,446.0,FTTH,50.0,3.0,Unlimited,110.94,0.0,0.0,110.94,0.0,No
1264,"Hawaiian Telcom, Inc.",Hawaii,1894.0,FTTH,50.0,3.0,Unlimited,110.94,0.0,0.0,110.94,0.0,No
1265,"Hawaiian Telcom, Inc.",Hawaii,2628.0,FTTH,50.0,3.0,Unlimited,110.94,0.0,0.0,110.94,0.0,No
1266,Hopper Telecommunications LLC,Alabama,325.375,Cable,1.0,1.0,Unlimited,48.95,0.0,0.0,48.95,0.0,No
1267,Hopper Telecommunications LLC,Alabama,325.375,Cable,4.0,1.0,Unlimited,65.95,0.0,0.0,65.95,0.0,Yes
1268,Hopper Telecommunications LLC,Alabama,325.375,Cable,8.0,1.0,Unlimited,82.95,0.0,0.0,82.95,0.0,Yes
1269,Hopper Telecommunications LLC,Alabama,325.375,Cable,12.0,1.0,Unlimited,100.95,0.0,0.0,100.95,0.0,Yes
1270,Hopper Telecommunications LLC,Alabama,325.375,DSL,1.0,1.0,Unlimited,48.95,4.21,0.0,53.16,0.0,No
1271,Hopper Telecommunications LLC,Alabama,325.375,DSL,4.0,1.0,Unlimited,65.95,4.21,0.0,70.16,0.0,Yes
1272,Hopper Telecommunications LLC,Alabama,325.375,DSL,8.0,1.0,Unlimited,82.95,4.21,0.0,87.16,0.0,Yes
1273,Hopper Telecommunications LLC,Alabama,325.375,DSL,12.0,1.0,Unlimited,100.95,4.21,0.0,105.16,0.0,Yes
1274,Hopper Telecommunications LLC,Alabama,650.75,DSL,25.0,2.0,Unlimited,122.95,4.21,0.0,127.16,0.0,Yes
1275,"ImOn Communications, LLC",Iowa,1161.0,Cable,5.0,0.5,Unlimited,52.0,0.0,0.0,52.0,0.0,Yes
1276,"ImOn Communications, LLC",Iowa,1161.0,Cable,15.0,1.0,Unlimited,62.0,0.0,0.0,62.0,0.0,Yes
1277,"ImOn Communications, LLC",Iowa,1161.0,Cable,25.0,2.0,Unlimited,72.0,0.0,0.0,72.0,0.0,Yes
1278,"ImOn Communications, LLC",Iowa,1161.0,Cable,65.0,3.0,Unlimited,92.0,0.0,0.0,92.0,0.0,No
1279,"Knology of Alabama, Inc.",Alabama,337.0,Cable,3.0,1.0,Unlimited,35.95,0.0,0.0,35.95,0.0,Yes
1280,"Knology of Alabama, Inc.",Alabama,1458.0,Cable,3.0,1.0,Unlimited,35.95,0.0,0.0,35.95,0.0,Yes
1281,"Knology of Alabama, Inc.",Alabama,337.0,Cable,12.0,2.0,Unlimited,66.95,0.0,0.0,66.95,0.0,Yes
1282,"Knology of Alabama, Inc.",Alabama,1458.0,Cable,15.0,2.0,Unlimited,66.95,0.0,0.0,66.95,0.0,Yes
1283,"Knology of Alabama, Inc.",Alabama,337.0,Cable,25.0,5.0,Unlimited,81.95,0.0,0.0,81.95,0.0,Yes
1284,"Knology of Alabama, Inc.",Alabama,1458.0,Cable,25.0,5.0,Unlimited,81.95,0.0,0.0,81.95,0.0,Yes
1285,"Knology of Alabama, Inc.",Alabama,337.0,Cable,50.0,5.0,Unlimited,101.95,0.0,0.0,101.95,0.0,No
1286,"Knology of Alabama, Inc.",Alabama,1458.0,Cable,50.0,5.0,Unlimited,101.95,0.0,0.0,101.95,0.0,No
1287,"Knology of Florida, Inc.",Florida,922.0,Cable,3.0,1.0,Unlimited,35.95,0.0,0.0,35.95,0.0,Yes
1288,"Knology of Florida, Inc.",Florida,1211.0,Cable,3.0,1.0,Unlimited,35.95,0.0,0.0,35.95,0.0,Yes
1289,"Knology of Florida, Inc.",Florida,922.0,Cable,15.0,2.0,Unlimited,43.95,0.0,0.0,43.95,0.0,Yes
1290,"Knology of Florida, Inc.",Florida,1211.0,Cable,15.0,2.0,Unlimited,43.95,0.0,0.0,43.95,0.0,Yes
1291,"Knology of Florida, Inc.",Florida,922.0,Cable,30.0,5.0,Unlimited,81.95,0.0,0.0,81.95,0.0,Yes
1292,"Knology of Florida, Inc.",Florida,1211.0,Cable,30.0,5.0,Unlimited,81.95,0.0,0.0,81.95,0.0,Yes
1293,"Knology of Florida, Inc.",Florida,922.0,Cable,50.0,5.0,Unlimited,101.95,0.0,0.0,101.95,0.0,No
1294,"Knology of Florida, Inc.",Florida,1211.0,Cable,50.0,5.0,Unlimited,101.95,0.0,0.0,101.95,0.0,No
1295,Liberty Cablevision of Puerto Rico LLC,Puerto Rico,623.0,Cable,2.0,1.0,Unlimited,34.99,0.0,0.0,34.99,0.0,Yes
1296,Liberty Cablevision of Puerto Rico LLC,Puerto Rico,684.0,Cable,2.0,1.0,Unlimited,34.99,0.0,0.0,34.99,0.0,Yes
1297,Liberty Cablevision of Puerto Rico LLC,Puerto Rico,1191.0,Cable,2.0,1.0,Unlimited,34.99,0.0,0.0,34.99,0.0,Yes
1298,Liberty Cablevision of Puerto Rico LLC,Puerto Rico,1580.0,Cable,2.0,1.0,Unlimited,34.99,0.0,0.0,34.99,0.0,Yes
1299,Liberty Cablevision of Puerto Rico LLC,Puerto Rico,623.0,Cable,7.0,1.0,Unlimited,49.99,0.0,0.0,49.99,0.0,Yes
1300,Liberty Cablevision of Puerto Rico LLC,Puerto Rico,684.0,Cable,7.0,1.0,Unlimited,49.99,0.0,0.0,49.99,0.0,Yes
1301,Liberty Cablevision of Puerto Rico LLC,Puerto Rico,1191.0,Cable,7.0,1.0,Unlimited,49.99,0.0,0.0,49.99,0.0,Yes
1302,Liberty Cablevision of Puerto Rico LLC,Puerto Rico,1580.0,Cable,7.0,1.0,Unlimited,49.99,0.0,0.0,49.99,0.0,Yes
1303,Liberty Cablevision of Puerto Rico LLC,Puerto Rico,623.0,Cable,15.0,1.0,Unlimited,64.99,0.0,0.0,64.99,0.0,Yes
1304,Liberty Cablevision of Puerto Rico LLC,Puerto Rico,684.0,Cable,15.0,1.0,Unlimited,64.99,0.0,0.0,64.99,0.0,Yes
1305,Liberty Cablevision of Puerto Rico LLC,Puerto Rico,1191.0,Cable,15.0,1.0,Unlimited,64.99,0.0,0.0,64.99,0.0,Yes
1306,Liberty Cablevision of Puerto Rico LLC,Puerto Rico,1580.0,Cable,15.0,1.0,Unlimited,64.99,0.0,0.0,64.99,0.0,Yes
1307,Liberty Cablevision of Puerto Rico LLC,Puerto Rico,623.0,Cable,30.0,2.0,Unlimited,74.99,0.0,0.0,74.99,0.0,Yes
1308,Liberty Cablevision of Puerto Rico LLC,Puerto Rico,684.0,Cable,30.0,2.0,Unlimited,74.99,0.0,0.0,74.99,0.0,Yes
1309,Liberty Cablevision of Puerto Rico LLC,Puerto Rico,1191.0,Cable,30.0,2.0,Unlimited,74.99,0.0,0.0,74.99,0.0,Yes
1310,Liberty Cablevision of Puerto Rico LLC,Puerto Rico,1580.0,Cable,30.0,2.0,Unlimited,74.99,0.0,0.0,74.99,0.0,Yes
1311,Liberty Cablevision of Puerto Rico LLC,Puerto Rico,623.0,Cable,50.0,2.0,Unlimited,94.99,0.0,0.0,94.99,0.0,No
1312,Liberty Cablevision of Puerto Rico LLC,Puerto Rico,684.0,Cable,50.0,2.0,Unlimited,94.99,0.0,0.0,94.99,0.0,No
1313,Liberty Cablevision of Puerto Rico LLC,Puerto Rico,1191.0,Cable,50.0,2.0,Unlimited,94.99,0.0,0.0,94.99,0.0,No
1314,Liberty Cablevision of Puerto Rico LLC,Puerto Rico,1580.0,Cable,50.0,2.0,Unlimited,94.99,0.0,0.0,94.99,0.0,No
1315,Liberty Cablevision of Puerto Rico LLC,Puerto Rico,623.0,Cable,75.0,2.0,Unlimited,114.99,0.0,0.0,114.99,0.0,No
1316,Liberty Cablevision of Puerto Rico LLC,Puerto Rico,684.0,Cable,75.0,2.0,Unlimited,114.99,0.0,0.0,114.99,0.0,No
1317,Liberty Cablevision of Puerto Rico LLC,Puerto Rico,1191.0,Cable,75.0,2.0,Unlimited,114.99,0.0,0.0,114.99,0.0,No
1318,Liberty Cablevision of Puerto Rico LLC,Puerto Rico,1580.0,Cable,75.0,2.0,Unlimited,114.99,0.0,0.0,114.99,0.0,No
1319,Liberty Cablevision of Puerto Rico LLC,Puerto Rico,623.0,Cable,100.0,4.0,Unlimited,149.99,0.0,0.0,149.99,0.0,No
1320,Liberty Cablevision of Puerto Rico LLC,Puerto Rico,684.0,Cable,100.0,4.0,Unlimited,149.99,0.0,0.0,149.99,0.0,No
1321,Liberty Cablevision of Puerto Rico LLC,Puerto Rico,1191.0,Cable,100.0,4.0,Unlimited,149.99,0.0,0.0,149.99,0.0,No
1322,Liberty Cablevision of Puerto Rico LLC,Puerto Rico,1580.0,Cable,100.0,4.0,Unlimited,149.99,0.0,0.0,149.99,0.0,No
1323,MCC Georgia LLC,Georgia,2137.0,Cable,3.0,0.5,150,29.95,0.0,15.0,44.95,0.0,Yes
1324,MCC Georgia LLC,Georgia,2137.0,Cable,15.0,1.0,250,49.95,0.0,15.0,64.95,0.0,Yes
1325,MCC Georgia LLC,Georgia,2137.0,Cable,50.0,5.0,350,59.95,0.0,15.0,74.95,0.0,No
1326,MCC Georgia LLC,Georgia,2137.0,Cable,100.0,10.0,999,79.95,0.0,15.0,94.95,0.0,No
1327,MCC Georgia LLC,Georgia,2137.0,Cable,150.0,20.0,2000,99.99,0.0,15.0,114.99,0.0,No
1328,Mediacom Illinois LLC,Illinois,1837.0,Cable,3.0,0.5,150,29.95,0.0,15.0,44.95,0.0,Yes
1329,Mediacom Illinois LLC,Illinois,2802.0,Cable,3.0,0.5,150,29.95,0.0,15.0,44.95,0.0,Yes
1330,Mediacom Illinois LLC,Illinois,1837.0,Cable,15.0,1.0,250,49.95,0.0,15.0,64.95,0.0,Yes
