,Unnamed: 0,isp,State,Weight,TECHNOLOGY,Download Bandwidth Mbps ,Upload Bandwidth Mbps,Usage Allowance GB,Monthly Charge,Other Mandatory Charge,Surcharge,Total Charge,Total Charge Spread,Regression Data
1331,1331,Mediacom,Illinois,2802.0,CABLE,15.0,1.0,250,49.95,0.0,15.0,64.95,0.0,Yes
1332,1332,Mediacom,Illinois,1837.0,CABLE,50.0,5.0,350,59.95,0.0,15.0,74.95,0.0,No
1333,1333,Mediacom,Illinois,2802.0,CABLE,50.0,5.0,350,59.95,0.0,15.0,74.95,0.0,No
1334,1334,Mediacom,Illinois,1837.0,CABLE,100.0,10.0,999,79.95,0.0,15.0,94.95,0.0,No
1335,1335,Mediacom,Illinois,2802.0,CABLE,100.0,10.0,999,79.95,0.0,15.0,94.95,0.0,No
1336,1336,Mediacom,Illinois,1837.0,CABLE,150.0,20.0,2000,99.99,0.0,15.0,114.99,0.0,No
1337,1337,Mediacom,Illinois,2802.0,CABLE,150.0,20.0,2000,79.95,0.0,15.0,94.95,0.0,No
1338,1338,Mediacom,Iowa,1161.0,CABLE,3.0,0.5,150,29.95,0.0,15.0,44.95,0.0,Yes
1339,1339,Mediacom,Iowa,1174.0,CABLE,3.0,0.5,150,29.95,0.0,15.0,44.95,0.0,Yes
1340,1340,Mediacom,Iowa,2144.0,CABLE,3.0,0.5,150,29.95,0.0,15.0,44.95,0.0,Yes
1341,1341,Mediacom,Iowa,1161.0,CABLE,15.0,1.0,250,49.95,0.0,15.0,64.95,0.0,Yes
1342,1342,Mediacom,Iowa,1174.0,CABLE,15.0,1.0,250,49.95,0.0,15.0,64.95,0.0,Yes
1343,1343,Mediacom,Iowa,2144.0,CABLE,15.0,1.0,250,49.95,0.0,15.0,64.95,0.0,Yes
1344,1344,Mediacom,Iowa,1161.0,CABLE,50.0,5.0,350,59.95,0.0,15.0,74.95,0.0,No
1345,1345,Mediacom,Iowa,1174.0,CABLE,50.0,5.0,350,59.95,0.0,15.0,74.95,0.0,No
1346,1346,Mediacom,Iowa,2144.0,CABLE,50.0,5.0,350,59.95,0.0,15.0,74.95,0.0,No
1347,1347,Mediacom,Iowa,1161.0,CABLE,100.0,10.0,999,79.95,0.0,15.0,94.95,0.0,No
1348,1348,Mediacom,Iowa,1174.0,CABLE,100.0,10.0,999,79.95,0.0,15.0,94.95,0.0,No
1349,1349,Mediacom,Iowa,2144.0,CABLE,100.0,10.0,999,79.95,0.0,15.0,94.95,0.0,No
1350,1350,Mediacom,Iowa,1161.0,CABLE,150.0,20.0,2000,99.99,0.0,15.0,114.99,0.0,No
1351,1351,Mediacom,Iowa,1174.0,CABLE,150.0,20.0,2000,99.99,0.0,15.0,114.99,0.0,No
1352,1352,Mediacom,Iowa,2144.0,CABLE,150.0,20.0,2000,99.99,0.0,15.0,114.99,0.0,No
1353,1353,Mediacom,Minnesota,2398.0,CABLE,3.0,0.5,150,29.95,0.0,15.0,44.95,0.0,Yes
1354,1354,Mediacom,Minnesota,2398.0,CABLE,15.0,1.0,250,49.95,0.0,15.0,64.95,0.0,Yes
1355,1355,Mediacom,Minnesota,2398.0,CABLE,50.0,5.0,350,59.95,0.0,15.0,74.95,0.0,No
1356,1356,Mediacom,Minnesota,2398.0,CABLE,100.0,10.0,999,79.95,0.0,15.0,94.95,0.0,No
1357,1357,Mediacom,Minnesota,2398.0,CABLE,150.0,20.0,2000,99.99,0.0,15.0,114.99,0.0,No
1660,1660,Time Warner Cable,California,1020.73026316,CABLE,3.0,1.0,5,6.99,0.0,0.0,6.99,0.0,Yes
1661,1661,Time Warner Cable,California,1074.48026316,CABLE,3.0,1.0,5,6.99,0.0,0.0,6.99,0.0,Yes
1662,1662,Time Warner Cable,California,1097.98026316,CABLE,3.0,1.0,5,6.99,0.0,0.0,6.99,0.0,Yes
1663,1663,Time Warner Cable,California,1167.48026316,CABLE,3.0,1.0,5,6.99,0.0,0.0,6.99,0.0,Yes
1664,1664,Time Warner Cable,California,1268.73026316,CABLE,3.0,1.0,5,6.99,0.0,0.0,6.99,0.0,Yes
1665,1665,Time Warner Cable,California,1283.23026316,CABLE,3.0,1.0,5,6.99,0.0,0.0,6.99,0.0,Yes
1666,1666,Time Warner Cable,California,1020.73026316,CABLE,3.0,1.0,30,9.99,0.0,0.0,9.99,0.0,Yes
1667,1667,Time Warner Cable,California,1074.48026316,CABLE,3.0,1.0,30,9.99,0.0,0.0,9.99,0.0,Yes
1668,1668,Time Warner Cable,California,1097.98026316,CABLE,3.0,1.0,30,9.99,0.0,0.0,9.99,0.0,Yes
1669,1669,Time Warner Cable,California,1167.48026316,CABLE,3.0,1.0,30,9.99,0.0,0.0,9.99,0.0,Yes
1670,1670,Time Warner Cable,California,1268.73026316,CABLE,3.0,1.0,30,9.99,0.0,0.0,9.99,0.0,Yes
1671,1671,Time Warner Cable,California,1283.23026316,CABLE,3.0,1.0,30,9.99,0.0,0.0,9.99,0.0,Yes
1672,1672,Time Warner Cable,California,1020.73026316,CABLE,3.0,1.0,Unlimited,14.99,0.0,0.0,14.99,0.0,Yes
1673,1673,Time Warner Cable,California,1020.73026316,CABLE,3.0,1.0,Unlimited,37.99,0.0,0.0,37.99,0.0,Yes
1674,1674,Time Warner Cable,California,1074.48026316,CABLE,3.0,1.0,Unlimited,14.99,0.0,0.0,14.99,0.0,Yes
1675,1675,Time Warner Cable,California,1074.48026316,CABLE,3.0,1.0,Unlimited,37.99,0.0,0.0,37.99,0.0,Yes
1676,1676,Time Warner Cable,California,1097.98026316,CABLE,3.0,1.0,Unlimited,14.99,0.0,0.0,14.99,0.0,Yes
1677,1677,Time Warner Cable,California,1097.98026316,CABLE,3.0,1.0,Unlimited,37.99,0.0,0.0,37.99,0.0,Yes
1678,1678,Time Warner Cable,California,1167.48026316,CABLE,3.0,1.0,Unlimited,14.99,0.0,0.0,14.99,0.0,Yes
1679,1679,Time Warner Cable,California,1167.48026316,CABLE,3.0,1.0,Unlimited,37.99,0.0,0.0,37.99,0.0,Yes
1680,1680,Time Warner Cable,California,1268.73026316,CABLE,3.0,1.0,Unlimited,14.99,0.0,0.0,14.99,0.0,Yes
1681,1681,Time Warner Cable,California,1268.73026316,CABLE,3.0,1.0,Unlimited,37.99,0.0,0.0,37.99,0.0,Yes
1682,1682,Time Warner Cable,California,1283.23026316,CABLE,3.0,1.0,Unlimited,14.99,0.0,0.0,14.99,0.0,Yes
1683,1683,Time Warner Cable,California,1283.23026316,CABLE,3.0,1.0,Unlimited,37.99,0.0,0.0,37.99,0.0,Yes
1684,1684,Time Warner Cable,California,1360.97368421,CABLE,10.0,1.0,5,39.99,0.0,0.0,39.99,0.0,Yes
1685,1685,Time Warner Cable,California,1432.64035088,CABLE,10.0,1.0,5,39.99,0.0,0.0,39.99,0.0,Yes
1686,1686,Time Warner Cable,California,1463.97368421,CABLE,10.0,1.0,5,39.99,0.0,0.0,39.99,0.0,Yes
1687,1687,Time Warner Cable,California,1556.64035088,CABLE,10.0,1.0,5,39.99,0.0,0.0,39.99,0.0,Yes
1688,1688,Time Warner Cable,California,1691.64035088,CABLE,10.0,1.0,5,39.99,0.0,0.0,39.99,0.0,Yes
1689,1689,Time Warner Cable,California,1710.97368421,CABLE,10.0,1.0,5,39.99,0.0,0.0,39.99,0.0,Yes
1690,1690,Time Warner Cable,California,1360.97368421,CABLE,10.0,1.0,30,42.99,0.0,0.0,42.99,0.0,Yes
1691,1691,Time Warner Cable,California,1432.64035088,CABLE,10.0,1.0,30,42.99,0.0,0.0,42.99,0.0,Yes
1692,1692,Time Warner Cable,California,1463.97368421,CABLE,10.0,1.0,30,42.99,0.0,0.0,42.99,0.0,Yes
1693,1693,Time Warner Cable,California,1556.64035088,CABLE,10.0,1.0,30,42.99,0.0,0.0,42.99,0.0,Yes
1694,1694,Time Warner Cable,California,1691.64035088,CABLE,10.0,1.0,30,42.99,0.0,0.0,42.99,0.0,Yes
1695,1695,Time Warner Cable,California,1710.97368421,CABLE,10.0,1.0,30,42.99,0.0,0.0,42.99,0.0,Yes
1696,1696,Time Warner Cable,California,1360.97368421,CABLE,10.0,1.0,Unlimited,47.99,0.0,0.0,47.99,0.0,Yes
1697,1697,Time Warner Cable,California,1432.64035088,CABLE,10.0,1.0,Unlimited,47.99,0.0,0.0,47.99,0.0,Yes
1698,1698,Time Warner Cable,California,1463.97368421,CABLE,10.0,1.0,Unlimited,47.99,0.0,0.0,47.99,0.0,Yes
1699,1699,Time Warner Cable,California,1556.64035088,CABLE,10.0,1.0,Unlimited,47.99,0.0,0.0,47.99,0.0,Yes
1700,1700,Time Warner Cable,California,1691.64035088,CABLE,10.0,1.0,Unlimited,47.99,0.0,0.0,47.99,0.0,Yes
1701,1701,Time Warner Cable,California,1710.97368421,CABLE,10.0,1.0,Unlimited,47.99,0.0,0.0,47.99,0.0,Yes
1702,1702,Time Warner Cable,California,1020.73026316,CABLE,50.0,5.0,5,49.99,0.0,0.0,49.99,0.0,No
1703,1703,Time Warner Cable,California,1074.48026316,CABLE,50.0,5.0,5,49.99,0.0,0.0,49.99,0.0,No
1704,1704,Time Warner Cable,California,1097.98026316,CABLE,50.0,5.0,5,49.99,0.0,0.0,49.99,0.0,No
1705,1705,Time Warner Cable,California,1167.48026316,CABLE,50.0,5.0,5,49.99,0.0,0.0,49.99,0.0,No
1706,1706,Time Warner Cable,California,1268.73026316,CABLE,50.0,5.0,5,49.99,0.0,0.0,49.99,0.0,No
1707,1707,Time Warner Cable,California,1283.23026316,CABLE,50.0,5.0,5,49.99,0.0,0.0,49.99,0.0,No
1708,1708,Time Warner Cable,California,1020.73026316,CABLE,50.0,5.0,30,52.99,0.0,0.0,52.99,0.0,No
1709,1709,Time Warner Cable,California,1074.48026316,CABLE,50.0,5.0,30,52.99,0.0,0.0,52.99,0.0,No
1710,1710,Time Warner Cable,California,1097.98026316,CABLE,50.0,5.0,30,52.99,0.0,0.0,52.99,0.0,No
1711,1711,Time Warner Cable,California,1167.48026316,CABLE,50.0,5.0,30,52.99,0.0,0.0,52.99,0.0,No
1712,1712,Time Warner Cable,California,1268.73026316,CABLE,50.0,5.0,30,52.99,0.0,0.0,52.99,0.0,No
1713,1713,Time Warner Cable,California,1283.23026316,CABLE,50.0,5.0,30,52.99,0.0,0.0,52.99,0.0,No
1714,1714,Time Warner Cable,California,1020.73026316,CABLE,50.0,5.0,Unlimited,57.99,0.0,0.0,57.99,0.0,No
1715,1715,Time Warner Cable,California,1020.73026316,CABLE,50.0,5.0,Unlimited,57.99,0.0,0.0,57.99,0.0,No
1716,1716,Time Warner Cable,California,1074.48026316,CABLE,50.0,5.0,Unlimited,57.99,0.0,0.0,57.99,0.0,No
1717,1717,Time Warner Cable,California,1074.48026316,CABLE,50.0,5.0,Unlimited,57.99,0.0,0.0,57.99,0.0,No
1718,1718,Time Warner Cable,California,1097.98026316,CABLE,50.0,5.0,Unlimited,57.99,0.0,0.0,57.99,0.0,No
1719,1719,Time Warner Cable,California,1097.98026316,CABLE,50.0,5.0,Unlimited,57.99,0.0,0.0,57.99,0.0,No
1720,1720,Time Warner Cable,California,1167.48026316,CABLE,50.0,5.0,Unlimited,57.99,0.0,0.0,57.99,0.0,No
1721,1721,Time Warner Cable,California,1167.48026316,CABLE,50.0,5.0,Unlimited,57.99,0.0,0.0,57.99,0.0,No
1722,1722,Time Warner Cable,California,1268.73026316,CABLE,50.0,5.0,Unlimited,57.99,0.0,0.0,57.99,0.0,No
1723,1723,Time Warner Cable,California,1268.73026316,CABLE,50.0,5.0,Unlimited,57.99,0.0,0.0,57.99,0.0,No
1724,1724,Time Warner Cable,California,1283.23026316,CABLE,50.0,5.0,Unlimited,57.99,0.0,0.0,57.99,0.0,No
1725,1725,Time Warner Cable,California,1283.23026316,CABLE,50.0,5.0,Unlimited,57.99,0.0,0.0,57.99,0.0,No
1726,1726,Time Warner Cable,California,2041.46052632,CABLE,100.0,10.0,Unlimited,67.99,0.0,0.0,67.99,0.0,No
1727,1727,Time Warner Cable,California,2041.46052632,CABLE,100.0,10.0,Unlimited,67.99,0.0,0.0,67.99,0.0,No
1728,1728,Time Warner Cable,California,2148.96052632,CABLE,100.0,10.0,Unlimited,67.99,0.0,0.0,67.99,0.0,No
1729,1729,Time Warner Cable,California,2148.96052632,CABLE,100.0,10.0,Unlimited,67.99,0.0,0.0,67.99,0.0,No
1730,1730,Time Warner Cable,California,2195.96052632,CABLE,100.0,10.0,Unlimited,67.99,0.0,0.0,67.99,0.0,No
1731,1731,Time Warner Cable,California,2195.96052632,CABLE,100.0,10.0,Unlimited,67.99,0.0,0.0,67.99,0.0,No
1732,1732,Time Warner Cable,California,2334.96052632,CABLE,100.0,10.0,Unlimited,67.99,0.0,0.0,67.99,0.0,No
1733,1733,Time Warner Cable,California,2334.96052632,CABLE,100.0,10.0,Unlimited,67.99,0.0,0.0,67.99,0.0,No
1734,1734,Time Warner Cable,California,2537.46052632,CABLE,100.0,10.0,Unlimited,67.99,0.0,0.0,67.99,0.0,No
1735,1735,Time Warner Cable,California,2537.46052632,CABLE,100.0,10.0,Unlimited,67.99,0.0,0.0,67.99,0.0,No
1736,1736,Time Warner Cable,California,2566.46052632,CABLE,100.0,10.0,Unlimited,67.99,0.0,0.0,67.99,0.0,No
1737,1737,Time Warner Cable,California,2566.46052632,CABLE,100.0,10.0,Unlimited,67.99,0.0,0.0,67.99,0.0,No
1738,1738,Time Warner Cable,California,4082.92105263,CABLE,200.0,20.0,Unlimited,77.99,0.0,0.0,77.99,0.0,No
1739,1739,Time Warner Cable,California,4297.92105263,CABLE,200.0,20.0,Unlimited,77.99,0.0,0.0,77.99,0.0,No
1740,1740,Time Warner Cable,California,4391.92105263,CABLE,200.0,20.0,Unlimited,77.99,0.0,0.0,77.99,0.0,No
1741,1741,Time Warner Cable,California,4669.92105263,CABLE,200.0,20.0,Unlimited,77.99,0.0,0.0,77.99,0.0,No
1742,1742,Time Warner Cable,California,5074.92105263,CABLE,200.0,20.0,Unlimited,77.99,0.0,0.0,77.99,0.0,No
1743,1743,Time Warner Cable,California,5132.92105263,CABLE,200.0,20.0,Unlimited,77.99,0.0,0.0,77.99,0.0,No
1744,1744,Time Warner Cable,California,4082.92105263,CABLE,300.0,20.0,Unlimited,87.99,0.0,0.0,87.99,0.0,No
1745,1745,Time Warner Cable,California,4297.92105263,CABLE,300.0,20.0,Unlimited,87.99,0.0,0.0,87.99,0.0,No
1746,1746,Time Warner Cable,California,4391.92105263,CABLE,300.0,20.0,Unlimited,87.99,0.0,0.0,87.99,0.0,No
1747,1747,Time Warner Cable,California,4669.92105263,CABLE,300.0,20.0,Unlimited,87.99,0.0,0.0,87.99,0.0,No
1748,1748,Time Warner Cable,California,5074.92105263,CABLE,300.0,20.0,Unlimited,87.99,0.0,0.0,87.99,0.0,No
1749,1749,Time Warner Cable,California,5132.92105263,CABLE,300.0,20.0,Unlimited,87.99,0.0,0.0,87.99,0.0,No
1750,1750,Time Warner Cable,Kansas,3889.92105263,CABLE,1.0,1.0,Unlimited,37.99,0.0,0.0,37.99,0.0,No
1751,1751,Time Warner Cable,Kansas,1296.64035088,CABLE,2.0,1.0,5,6.99,0.0,0.0,6.99,0.0,Yes
1752,1752,Time Warner Cable,Kansas,1296.64035088,CABLE,2.0,1.0,30,9.99,0.0,0.0,9.99,0.0,Yes
1753,1753,Time Warner Cable,Kansas,1296.64035088,CABLE,2.0,1.0,Unlimited,14.99,0.0,0.0,14.99,0.0,Yes
1754,1754,Time Warner Cable,Kansas,1944.96052632,CABLE,3.0,1.0,5,39.99,0.0,0.0,39.99,0.0,Yes
1755,1755,Time Warner Cable,Kansas,1944.96052632,CABLE,3.0,1.0,30,42.99,0.0,0.0,42.99,0.0,Yes
1756,1756,Time Warner Cable,Kansas,3889.92105263,CABLE,5.0,1.0,Unlimited,32.99,0.0,0.0,32.99,0.0,Yes
1757,1757,Time Warner Cable,Kansas,3889.92105263,CABLE,10.0,1.0,Unlimited,47.99,0.0,0.0,47.99,0.0,Yes
1758,1758,Time Warner Cable,Kansas,972.480263158,CABLE,15.0,1.0,5,49.99,0.0,0.0,49.99,0.0,Yes
1759,1759,Time Warner Cable,Kansas,972.480263158,CABLE,15.0,1.0,30,52.99,0.0,0.0,52.99,0.0,Yes
1760,1760,Time Warner Cable,Kansas,972.480263158,CABLE,15.0,1.0,Unlimited,57.99,0.0,0.0,57.99,0.0,Yes
1761,1761,Time Warner Cable,Kansas,972.480263158,CABLE,15.0,1.0,Unlimited,57.99,0.0,0.0,57.99,0.0,Yes
1762,1762,Time Warner Cable,Kansas,3889.92105263,CABLE,20.0,2.0,Unlimited,67.99,0.0,0.0,67.99,0.0,Yes
1763,1763,Time Warner Cable,Kansas,3889.92105263,CABLE,30.0,5.0,Unlimited,67.99,0.0,0.0,67.99,0.0,Yes
1764,1764,Time Warner Cable,Kansas,3889.92105263,CABLE,50.0,5.0,Unlimited,77.99,0.0,0.0,77.99,0.0,No
1765,1765,Time Warner Cable,Kansas,3889.92105263,CABLE,100.0,5.0,Unlimited,107.99,0.0,0.0,107.99,0.0,No
1766,1766,Time Warner Cable,Missouri,4438.92105263,CABLE,1.0,1.0,Unlimited,37.99,0.0,0.0,37.99,0.0,No
1767,1767,Time Warner Cable,Missouri,1479.64035088,CABLE,2.0,1.0,5,6.99,0.0,0.0,6.99,0.0,Yes
1768,1768,Time Warner Cable,Missouri,1479.64035088,CABLE,2.0,1.0,30,9.99,0.0,0.0,9.99,0.0,Yes
1769,1769,Time Warner Cable,Missouri,1479.64035088,CABLE,2.0,1.0,Unlimited,14.99,0.0,0.0,14.99,0.0,Yes
1770,1770,Time Warner Cable,Missouri,2219.46052632,CABLE,3.0,1.0,5,39.99,0.0,0.0,39.99,0.0,Yes
1771,1771,Time Warner Cable,Missouri,2219.46052632,CABLE,3.0,1.0,30,42.99,0.0,0.0,42.99,0.0,Yes
1772,1772,Time Warner Cable,Missouri,4438.92105263,CABLE,5.0,1.0,Unlimited,32.99,0.0,0.0,32.99,0.0,Yes
1773,1773,Time Warner Cable,Missouri,4438.92105263,CABLE,10.0,1.0,Unlimited,47.99,0.0,0.0,47.99,0.0,Yes
1774,1774,Time Warner Cable,Missouri,1109.73026316,CABLE,15.0,1.0,5,49.99,0.0,0.0,49.99,0.0,Yes
1775,1775,Time Warner Cable,Missouri,1109.73026316,CABLE,15.0,1.0,30,52.99,0.0,0.0,52.99,0.0,Yes
1776,1776,Time Warner Cable,Missouri,1109.73026316,CABLE,15.0,1.0,Unlimited,57.99,0.0,0.0,57.99,0.0,Yes
1777,1777,Time Warner Cable,Missouri,1109.73026316,CABLE,15.0,1.0,Unlimited,57.99,0.0,0.0,57.99,0.0,Yes
1778,1778,Time Warner Cable,Missouri,4438.92105263,CABLE,20.0,2.0,Unlimited,67.99,0.0,0.0,67.99,0.0,Yes
1779,1779,Time Warner Cable,Missouri,4438.92105263,CABLE,30.0,5.0,Unlimited,67.99,0.0,0.0,67.99,0.0,Yes
1780,1780,Time Warner Cable,Missouri,4438.92105263,CABLE,50.0,5.0,Unlimited,77.99,0.0,0.0,77.99,0.0,No
1781,1781,Time Warner Cable,Missouri,4438.92105263,CABLE,100.0,5.0,Unlimited,107.99,0.0,0.0,107.99,0.0,No
1782,1782,Time Warner Cable,New York,4068.92105263,CABLE,1.0,1.0,Unlimited,37.99,0.0,0.0,37.99,0.0,No
1783,1783,Time Warner Cable,New York,5578.92105263,CABLE,1.0,1.0,Unlimited,37.99,0.0,0.0,37.99,0.0,No
1784,1784,Time Warner Cable,New York,1356.30701754,CABLE,2.0,1.0,5,6.99,0.0,0.0,6.99,0.0,Yes
1785,1785,Time Warner Cable,New York,1859.64035088,CABLE,2.0,1.0,5,6.99,0.0,0.0,6.99,0.0,Yes
1786,1786,Time Warner Cable,New York,1356.30701754,CABLE,2.0,1.0,30,9.99,0.0,0.0,9.99,0.0,Yes
1787,1787,Time Warner Cable,New York,1859.64035088,CABLE,2.0,1.0,30,9.99,0.0,0.0,9.99,0.0,Yes
1788,1788,Time Warner Cable,New York,1356.30701754,CABLE,2.0,1.0,Unlimited,14.99,0.0,0.0,14.99,0.0,Yes
1789,1789,Time Warner Cable,New York,1859.64035088,CABLE,2.0,1.0,Unlimited,14.99,0.0,0.0,14.99,0.0,Yes
1790,1790,Time Warner Cable,New York,882.980263158,CABLE,3.0,1.0,5,6.99,0.0,0.0,6.99,0.0,Yes
1791,1791,Time Warner Cable,New York,894.480263158,CABLE,3.0,1.0,5,6.99,0.0,0.0,6.99,0.0,Yes
1792,1792,Time Warner Cable,New York,1157.98026316,CABLE,3.0,1.0,5,6.99,0.0,0.0,6.99,0.0,Yes
1793,1793,Time Warner Cable,New York,1214.73026316,CABLE,3.0,1.0,5,6.99,0.0,0.0,6.99,0.0,Yes
1794,1794,Time Warner Cable,New York,1224.98026316,CABLE,3.0,1.0,5,6.99,0.0,0.0,6.99,0.0,Yes
1795,1795,Time Warner Cable,New York,1356.30701754,CABLE,3.0,1.0,5,39.99,0.0,0.0,39.99,0.0,Yes
1796,1796,Time Warner Cable,New York,1859.64035088,CABLE,3.0,1.0,5,39.99,0.0,0.0,39.99,0.0,Yes
1797,1797,Time Warner Cable,New York,882.980263158,CABLE,3.0,1.0,30,9.99,0.0,0.0,9.99,0.0,Yes
1798,1798,Time Warner Cable,New York,894.480263158,CABLE,3.0,1.0,30,9.99,0.0,0.0,9.99,0.0,Yes
1799,1799,Time Warner Cable,New York,1157.98026316,CABLE,3.0,1.0,30,9.99,0.0,0.0,9.99,0.0,Yes
1800,1800,Time Warner Cable,New York,1214.73026316,CABLE,3.0,1.0,30,9.99,0.0,0.0,9.99,0.0,Yes
1801,1801,Time Warner Cable,New York,1224.98026316,CABLE,3.0,1.0,30,9.99,0.0,0.0,9.99,0.0,Yes
1802,1802,Time Warner Cable,New York,1356.30701754,CABLE,3.0,1.0,30,42.99,0.0,0.0,42.99,0.0,Yes
1803,1803,Time Warner Cable,New York,1859.64035088,CABLE,3.0,1.0,30,42.99,0.0,0.0,42.99,0.0,Yes
1804,1804,Time Warner Cable,New York,882.980263158,CABLE,3.0,1.0,Unlimited,14.99,0.0,0.0,14.99,0.0,Yes
1805,1805,Time Warner Cable,New York,882.980263158,CABLE,3.0,1.0,Unlimited,37.99,0.0,0.0,37.99,0.0,Yes
1806,1806,Time Warner Cable,New York,894.480263158,CABLE,3.0,1.0,Unlimited,14.99,0.0,0.0,14.99,0.0,Yes
1807,1807,Time Warner Cable,New York,894.480263158,CABLE,3.0,1.0,Unlimited,37.99,0.0,0.0,37.99,0.0,Yes
1808,1808,Time Warner Cable,New York,1157.98026316,CABLE,3.0,1.0,Unlimited,14.99,0.0,0.0,14.99,0.0,Yes
1809,1809,Time Warner Cable,New York,1157.98026316,CABLE,3.0,1.0,Unlimited,37.99,0.0,0.0,37.99,0.0,Yes
1810,1810,Time Warner Cable,New York,1214.73026316,CABLE,3.0,1.0,Unlimited,14.99,0.0,0.0,14.99,0.0,Yes
1811,1811,Time Warner Cable,New York,1214.73026316,CABLE,3.0,1.0,Unlimited,37.99,0.0,0.0,37.99,0.0,Yes
1812,1812,Time Warner Cable,New York,1224.98026316,CABLE,3.0,1.0,Unlimited,14.99,0.0,0.0,14.99,0.0,Yes
1813,1813,Time Warner Cable,New York,1224.98026316,CABLE,3.0,1.0,Unlimited,37.99,0.0,0.0,37.99,0.0,Yes
1814,1814,Time Warner Cable,New York,1356.30701754,CABLE,3.0,1.0,Unlimited,47.99,0.0,0.0,47.99,0.0,Yes
1815,1815,Time Warner Cable,New York,1859.64035088,CABLE,3.0,1.0,Unlimited,47.99,0.0,0.0,47.99,0.0,Yes
1816,1816,Time Warner Cable,New York,1177.30701754,CABLE,10.0,1.0,5,39.99,0.0,0.0,39.99,0.0,Yes
1817,1817,Time Warner Cable,New York,1192.64035088,CABLE,10.0,1.0,5,39.99,0.0,0.0,39.99,0.0,Yes
1818,1818,Time Warner Cable,New York,1543.97368421,CABLE,10.0,1.0,5,39.99,0.0,0.0,39.99,0.0,Yes
1819,1819,Time Warner Cable,New York,1619.64035088,CABLE,10.0,1.0,5,39.99,0.0,0.0,39.99,0.0,Yes
1820,1820,Time Warner Cable,New York,1633.30701754,CABLE,10.0,1.0,5,39.99,0.0,0.0,39.99,0.0,Yes
1821,1821,Time Warner Cable,New York,1177.30701754,CABLE,10.0,1.0,30,42.99,0.0,0.0,42.99,0.0,Yes
1822,1822,Time Warner Cable,New York,1192.64035088,CABLE,10.0,1.0,30,42.99,0.0,0.0,42.99,0.0,Yes
1823,1823,Time Warner Cable,New York,1543.97368421,CABLE,10.0,1.0,30,42.99,0.0,0.0,42.99,0.0,Yes
1824,1824,Time Warner Cable,New York,1619.64035088,CABLE,10.0,1.0,30,42.99,0.0,0.0,42.99,0.0,Yes
1825,1825,Time Warner Cable,New York,1633.30701754,CABLE,10.0,1.0,30,42.99,0.0,0.0,42.99,0.0,Yes
1826,1826,Time Warner Cable,New York,1177.30701754,CABLE,10.0,1.0,Unlimited,47.99,0.0,0.0,47.99,0.0,Yes
1827,1827,Time Warner Cable,New York,1192.64035088,CABLE,10.0,1.0,Unlimited,47.99,0.0,0.0,47.99,0.0,Yes
1828,1828,Time Warner Cable,New York,1543.97368421,CABLE,10.0,1.0,Unlimited,47.99,0.0,0.0,47.99,0.0,Yes
1829,1829,Time Warner Cable,New York,1619.64035088,CABLE,10.0,1.0,Unlimited,47.99,0.0,0.0,47.99,0.0,Yes
1830,1830,Time Warner Cable,New York,1633.30701754,CABLE,10.0,1.0,Unlimited,47.99,0.0,0.0,47.99,0.0,Yes
1831,1831,Time Warner Cable,New York,1394.73026316,CABLE,15.0,1.0,5,49.99,0.0,0.0,49.99,0.0,Yes
1832,1832,Time Warner Cable,New York,1394.73026316,CABLE,15.0,1.0,30,52.99,0.0,0.0,52.99,0.0,Yes
1833,1833,Time Warner Cable,New York,1017.23026316,CABLE,15.0,1.0,Unlimited,57.99,0.0,0.0,57.99,0.0,Yes
1834,1834,Time Warner Cable,New York,1017.23026316,CABLE,15.0,1.0,Unlimited,57.99,0.0,0.0,57.99,0.0,Yes
1835,1835,Time Warner Cable,New York,1394.73026316,CABLE,15.0,1.0,Unlimited,57.99,0.0,0.0,57.99,0.0,Yes
1836,1836,Time Warner Cable,New York,1394.73026316,CABLE,15.0,1.0,Unlimited,57.99,0.0,0.0,57.99,0.0,Yes
1837,1837,Time Warner Cable,New York,1017.23026316,CABLE,15.0,5.0,5,49.99,0.0,0.0,49.99,0.0,Yes
1838,1838,Time Warner Cable,New York,1017.23026316,CABLE,15.0,5.0,30,52.99,0.0,0.0,52.99,0.0,Yes
1839,1839,Time Warner Cable,New York,2034.46052632,CABLE,20.0,2.0,Unlimited,67.99,0.0,0.0,67.99,0.0,Yes
1840,1840,Time Warner Cable,New York,2034.46052632,CABLE,20.0,2.0,Unlimited,67.99,0.0,0.0,67.99,0.0,Yes
1841,1841,Time Warner Cable,New York,2789.46052632,CABLE,20.0,2.0,Unlimited,67.99,0.0,0.0,67.99,0.0,Yes
1842,1842,Time Warner Cable,New York,2789.46052632,CABLE,20.0,2.0,Unlimited,67.99,0.0,0.0,67.99,0.0,Yes
1843,1843,Time Warner Cable,New York,4068.92105263,CABLE,30.0,5.0,Unlimited,77.99,0.0,0.0,77.99,0.0,Yes
1844,1844,Time Warner Cable,New York,5578.92105263,CABLE,30.0,5.0,Unlimited,77.99,0.0,0.0,77.99,0.0,Yes
1845,1845,Time Warner Cable,New York,882.980263158,CABLE,50.0,5.0,5,49.99,0.0,0.0,49.99,0.0,No
1846,1846,Time Warner Cable,New York,894.480263158,CABLE,50.0,5.0,5,49.99,0.0,0.0,49.99,0.0,No
