,Unnamed: 0,isp,State,Weight,TECHNOLOGY,Download Bandwidth Mbps ,Upload Bandwidth Mbps,Usage Allowance GB,Monthly Charge,Other Mandatory Charge,Surcharge,Total Charge,Total Charge Spread,Regression Data
543,543,CenturyLink,Nebraska,1753.164,DSL,40.0,5.0,250,105.0,0.0,0.99,105.99,0.0,Yes
544,544,CenturyLink,Nebraska,1486.164,DSL,40.0,20.0,250,115.0,0.0,0.99,115.99,0.0,Yes
545,545,CenturyLink,Nebraska,1753.164,DSL,40.0,20.0,250,115.0,0.0,0.99,115.99,0.0,Yes
546,546,CenturyLink,Ohio,3603.328,DSL,0.75,0.375,150,29.95,0.0,0.99,30.94,0.0,No
547,547,CenturyLink,Ohio,3603.328,DSL,1.5,0.5,150,39.95,0.0,0.99,40.94,0.0,No
548,548,CenturyLink,Ohio,3603.328,DSL,3.0,0.625,250,44.95,0.0,0.99,45.94,0.0,Yes
549,549,CenturyLink,Ohio,3603.328,DSL,4.0,1.0,250,54.95,0.0,0.99,55.94,0.0,Yes
550,550,CenturyLink,Ohio,3603.328,DSL,6.0,0.5,250,49.95,0.0,0.99,50.94,0.0,Yes
551,551,CenturyLink,Ohio,3603.328,DSL,8.0,0.75,250,49.95,0.0,0.99,50.94,0.0,Yes
552,552,CenturyLink,Ohio,3603.328,DSL,10.0,0.875,250,49.95,0.0,0.99,50.94,0.0,Yes
553,553,CenturyLink,Ohio,3603.328,DSL,25.0,2.0,250,74.95,0.0,0.99,75.94,0.0,Yes
554,554,CenturyLink,Oregon,2975.328,DSL,1.5,0.875,150,35.0,0.0,0.99,35.99,0.0,No
555,555,CenturyLink,Oregon,3487.328,DSL,1.5,0.875,150,35.0,0.0,0.99,35.99,0.0,No
556,556,CenturyLink,Oregon,4371.328,DSL,1.5,0.875,150,35.0,0.0,0.99,35.99,0.0,No
557,557,CenturyLink,Oregon,2975.328,DSL,3.0,0.875,250,45.0,0.0,0.99,45.99,0.0,Yes
558,558,CenturyLink,Oregon,3487.328,DSL,3.0,0.875,250,45.0,0.0,0.99,45.99,0.0,Yes
559,559,CenturyLink,Oregon,4371.328,DSL,3.0,0.875,250,45.0,0.0,0.99,45.99,0.0,Yes
560,560,CenturyLink,Oregon,2975.328,DSL,4.0,1.0,250,50.0,0.0,0.99,50.99,0.0,Yes
561,561,CenturyLink,Oregon,3487.328,DSL,4.0,1.0,250,50.0,0.0,0.99,50.99,0.0,Yes
562,562,CenturyLink,Oregon,4371.328,DSL,4.0,1.0,250,50.0,0.0,0.99,50.99,0.0,Yes
563,563,CenturyLink,Oregon,2975.328,DSL,5.0,0.875,250,45.0,0.0,0.99,45.99,0.0,Yes
564,564,CenturyLink,Oregon,3487.328,DSL,5.0,0.875,250,45.0,0.0,0.99,45.99,0.0,Yes
565,565,CenturyLink,Oregon,4371.328,DSL,5.0,0.875,250,45.0,0.0,0.99,45.99,0.0,Yes
566,566,CenturyLink,Oregon,2975.328,DSL,7.0,0.875,250,45.0,0.0,0.99,45.99,0.0,Yes
567,567,CenturyLink,Oregon,3487.328,DSL,7.0,0.875,250,45.0,0.0,0.99,45.99,0.0,Yes
568,568,CenturyLink,Oregon,4371.328,DSL,7.0,0.875,250,45.0,0.0,0.99,45.99,0.0,Yes
569,569,CenturyLink,Oregon,2975.328,DSL,12.0,0.875,250,55.0,0.0,0.99,55.99,0.0,Yes
570,570,CenturyLink,Oregon,3487.328,DSL,12.0,0.875,250,55.0,0.0,0.99,55.99,0.0,Yes
571,571,CenturyLink,Oregon,4371.328,DSL,12.0,0.875,250,55.0,0.0,0.99,55.99,0.0,Yes
572,572,CenturyLink,Oregon,2975.328,DSL,20.0,0.875,250,65.0,0.0,0.99,65.99,0.0,Yes
573,573,CenturyLink,Oregon,3487.328,DSL,20.0,0.875,250,65.0,0.0,0.99,65.99,0.0,Yes
574,574,CenturyLink,Oregon,4371.328,DSL,20.0,0.875,250,65.0,0.0,0.99,65.99,0.0,Yes
575,575,CenturyLink,Oregon,1487.664,DSL,40.0,5.0,250,105.0,0.0,0.99,105.99,0.0,Yes
576,576,CenturyLink,Oregon,1743.664,DSL,40.0,5.0,250,105.0,0.0,0.99,105.99,0.0,Yes
577,577,CenturyLink,Oregon,2185.664,DSL,40.0,5.0,250,105.0,0.0,0.99,105.99,0.0,Yes
578,578,CenturyLink,Oregon,1487.664,DSL,40.0,20.0,250,115.0,0.0,0.99,115.99,0.0,Yes
579,579,CenturyLink,Oregon,1743.664,DSL,40.0,20.0,250,115.0,0.0,0.99,115.99,0.0,Yes
580,580,CenturyLink,Oregon,2185.664,DSL,40.0,20.0,250,115.0,0.0,0.99,115.99,0.0,Yes
581,581,CenturyLink,Tennessee,4904.328,DSL,0.75,0.375,150,29.95,0.0,0.99,30.94,0.0,No
582,582,CenturyLink,Tennessee,4904.328,DSL,1.5,0.5,150,39.95,0.0,0.99,40.94,0.0,No
583,583,CenturyLink,Tennessee,4904.328,DSL,3.0,0.625,250,44.95,0.0,0.99,45.94,0.0,Yes
584,584,CenturyLink,Tennessee,4904.328,DSL,4.0,1.0,250,54.95,0.0,0.99,55.94,0.0,Yes
585,585,CenturyLink,Tennessee,4904.328,DSL,6.0,0.5,250,49.95,0.0,0.99,50.94,0.0,Yes
586,586,CenturyLink,Tennessee,4904.328,DSL,8.0,0.75,250,49.95,0.0,0.99,50.94,0.0,Yes
587,587,CenturyLink,Tennessee,4904.328,DSL,10.0,0.875,250,49.95,0.0,0.99,50.94,0.0,Yes
588,588,CenturyLink,Tennessee,4904.328,DSL,25.0,2.0,250,74.95,0.0,0.99,75.94,0.0,Yes
589,589,CenturyLink,Utah,3330.328,DSL,1.5,0.875,150,35.0,0.0,0.99,35.99,0.0,No
590,590,CenturyLink,Utah,3917.328,DSL,1.5,0.875,150,35.0,0.0,0.99,35.99,0.0,No
591,591,CenturyLink,Utah,3330.328,DSL,3.0,0.875,250,45.0,0.0,0.99,45.99,0.0,Yes
592,592,CenturyLink,Utah,3917.328,DSL,3.0,0.875,250,45.0,0.0,0.99,45.99,0.0,Yes
593,593,CenturyLink,Utah,3330.328,DSL,4.0,1.0,250,50.0,0.0,0.99,50.99,0.0,Yes
594,594,CenturyLink,Utah,3917.328,DSL,4.0,1.0,250,50.0,0.0,0.99,50.99,0.0,Yes
595,595,CenturyLink,Utah,3330.328,DSL,5.0,0.875,250,45.0,0.0,0.99,45.99,0.0,Yes
596,596,CenturyLink,Utah,3917.328,DSL,5.0,0.875,250,45.0,0.0,0.99,45.99,0.0,Yes
597,597,CenturyLink,Utah,3330.328,DSL,7.0,0.875,250,45.0,0.0,0.99,45.99,0.0,Yes
598,598,CenturyLink,Utah,3917.328,DSL,7.0,0.875,250,45.0,0.0,0.99,45.99,0.0,Yes
599,599,CenturyLink,Utah,3330.328,DSL,12.0,0.875,250,55.0,0.0,0.99,55.99,0.0,Yes
600,600,CenturyLink,Utah,3917.328,DSL,12.0,0.875,250,55.0,0.0,0.99,55.99,0.0,Yes
601,601,CenturyLink,Utah,3917.328,DSL,20.0,0.875,250,65.0,0.0,0.99,65.99,0.0,Yes
602,602,CenturyLink,Utah,1958.664,DSL,40.0,5.0,250,105.0,0.0,0.99,105.99,0.0,Yes
603,603,CenturyLink,Utah,1958.664,DSL,40.0,20.0,250,115.0,0.0,0.99,115.99,0.0,Yes
604,604,CenturyLink,Washington,3237.328,DSL,1.5,0.875,150,35.0,0.0,0.99,35.99,0.0,No
605,605,CenturyLink,Washington,4434.328,DSL,1.5,0.875,150,35.0,0.0,0.99,35.99,0.0,No
606,606,CenturyLink,Washington,3237.328,DSL,3.0,0.875,250,45.0,0.0,0.99,45.99,0.0,Yes
607,607,CenturyLink,Washington,4434.328,DSL,3.0,0.875,250,45.0,0.0,0.99,45.99,0.0,Yes
608,608,CenturyLink,Washington,3237.328,DSL,4.0,1.0,250,50.0,0.0,0.99,50.99,0.0,Yes
609,609,CenturyLink,Washington,3237.328,DSL,5.0,0.875,250,45.0,0.0,0.99,45.99,0.0,Yes
610,610,CenturyLink,Washington,4434.328,DSL,5.0,0.875,250,45.0,0.0,0.99,45.99,0.0,Yes
611,611,CenturyLink,Washington,3237.328,DSL,7.0,0.875,250,45.0,0.0,0.99,45.99,0.0,Yes
612,612,CenturyLink,Washington,4434.328,DSL,7.0,0.875,250,45.0,0.0,0.99,45.99,0.0,Yes
613,613,CenturyLink,Washington,3237.328,DSL,12.0,0.875,250,55.0,0.0,0.99,55.99,0.0,Yes
614,614,CenturyLink,Washington,4434.328,DSL,12.0,0.875,250,55.0,0.0,0.99,55.99,0.0,Yes
615,615,CenturyLink,Washington,3237.328,DSL,20.0,0.875,250,65.0,0.0,0.99,65.99,0.0,Yes
616,616,CenturyLink,Washington,4434.328,DSL,20.0,0.875,250,65.0,0.0,0.99,65.99,0.0,Yes
617,617,CenturyLink,Washington,1618.664,DSL,40.0,5.0,250,105.0,0.0,0.99,105.99,0.0,Yes
618,618,CenturyLink,Washington,2217.164,DSL,40.0,5.0,250,105.0,0.0,0.99,105.99,0.0,Yes
619,619,CenturyLink,Washington,1618.664,DSL,40.0,20.0,250,115.0,0.0,0.99,115.99,0.0,Yes
620,620,CenturyLink,Washington,2217.164,DSL,40.0,20.0,250,115.0,0.0,0.99,115.99,0.0,Yes
625,625,Charter,Alabama,1624.36,CABLE,60.0,4.0,Unlimited,54.99,0.0,0.0,54.99,0.0,No
626,626,Charter,Alabama,2039.36,CABLE,60.0,4.0,Unlimited,54.99,0.0,0.0,54.99,0.0,No
627,627,Charter,Alabama,2556.36,CABLE,60.0,4.0,Unlimited,54.99,0.0,0.0,54.99,0.0,No
628,628,Charter,Alabama,1624.36,CABLE,100.0,5.0,Unlimited,114.99,0.0,0.0,114.99,0.0,No
629,629,Charter,Alabama,2039.36,CABLE,100.0,5.0,Unlimited,114.99,0.0,0.0,114.99,0.0,No
630,630,Charter,Alabama,2556.36,CABLE,100.0,5.0,Unlimited,114.99,0.0,0.0,114.99,0.0,No
631,631,Charter,California,936.36,CABLE,60.0,4.0,Unlimited,54.99,0.0,0.0,54.99,0.0,No
632,632,Charter,California,1330.36,CABLE,60.0,4.0,Unlimited,54.99,0.0,0.0,54.99,0.0,No
633,633,Charter,California,1524.36,CABLE,60.0,4.0,Unlimited,54.99,0.0,0.0,54.99,0.0,No
634,634,Charter,California,1647.36,CABLE,60.0,4.0,Unlimited,54.99,0.0,0.0,54.99,0.0,No
635,635,Charter,California,1651.36,CABLE,60.0,4.0,Unlimited,54.99,0.0,0.0,54.99,0.0,No
636,636,Charter,California,2446.36,CABLE,60.0,4.0,Unlimited,54.99,0.0,0.0,54.99,0.0,No
637,637,Charter,California,936.36,CABLE,100.0,5.0,Unlimited,114.99,0.0,0.0,114.99,0.0,No
638,638,Charter,California,1330.36,CABLE,100.0,5.0,Unlimited,114.99,0.0,0.0,114.99,0.0,No
639,639,Charter,California,1524.36,CABLE,100.0,5.0,Unlimited,114.99,0.0,0.0,114.99,0.0,No
640,640,Charter,California,1647.36,CABLE,100.0,5.0,Unlimited,114.99,0.0,0.0,114.99,0.0,No
641,641,Charter,California,1651.36,CABLE,100.0,5.0,Unlimited,114.99,0.0,0.0,114.99,0.0,No
642,642,Charter,California,2446.36,CABLE,100.0,5.0,Unlimited,114.99,0.0,0.0,114.99,0.0,No
643,643,Charter,Connecticut,1643.36,CABLE,60.0,4.0,Unlimited,54.99,0.0,0.0,54.99,0.0,No
644,644,Charter,Connecticut,1643.36,CABLE,100.0,5.0,Unlimited,114.99,0.0,0.0,114.99,0.0,No
645,645,Charter,Georgia,741.86,CABLE,60.0,4.0,Unlimited,54.99,0.0,0.0,54.99,0.0,No
646,646,Charter,Georgia,841.36,CABLE,60.0,4.0,Unlimited,54.99,0.0,0.0,54.99,0.0,No
647,647,Charter,Georgia,3747.36,CABLE,60.0,4.0,Unlimited,54.99,0.0,0.0,54.99,0.0,No
648,648,Charter,Georgia,741.86,CABLE,100.0,5.0,Unlimited,114.99,0.0,0.0,114.99,0.0,No
649,649,Charter,Georgia,841.36,CABLE,100.0,5.0,Unlimited,114.99,0.0,0.0,114.99,0.0,No
650,650,Charter,Georgia,3747.36,CABLE,100.0,5.0,Unlimited,114.99,0.0,0.0,114.99,0.0,No
651,651,Charter,Massachusetts,1108.36,CABLE,30.0,4.0,Unlimited,54.99,0.0,0.0,54.99,0.0,Yes
652,652,Charter,Massachusetts,1195.36,CABLE,30.0,4.0,Unlimited,54.99,0.0,0.0,54.99,0.0,Yes
653,653,Charter,Massachusetts,1108.36,CABLE,100.0,5.0,Unlimited,114.99,0.0,0.0,114.99,0.0,No
654,654,Charter,Massachusetts,1195.36,CABLE,100.0,5.0,Unlimited,114.99,0.0,0.0,114.99,0.0,No
655,655,Charter,New Hampshire,1184.86,CABLE,30.0,4.0,Unlimited,54.99,0.0,0.0,54.99,0.0,Yes
656,656,Charter,New Hampshire,1184.86,CABLE,100.0,5.0,Unlimited,114.99,0.0,0.0,114.99,0.0,No
657,657,Charter,South Carolina,1368.36,CABLE,60.0,4.0,Unlimited,54.99,0.0,0.0,54.99,0.0,No
658,658,Charter,South Carolina,2062.36,CABLE,60.0,4.0,Unlimited,54.99,0.0,0.0,54.99,0.0,No
659,659,Charter,South Carolina,1368.36,CABLE,100.0,5.0,Unlimited,114.99,0.0,0.0,114.99,0.0,No
660,660,Charter,South Carolina,2062.36,CABLE,100.0,5.0,Unlimited,114.99,0.0,0.0,114.99,0.0,No
661,661,Charter,Tennessee,2083.36,CABLE,30.0,4.0,Unlimited,54.99,0.0,0.0,54.99,0.0,Yes
662,662,Charter,Tennessee,2361.36,CABLE,30.0,4.0,Unlimited,54.99,0.0,0.0,54.99,0.0,Yes
663,663,Charter,Tennessee,2988.36,CABLE,30.0,4.0,Unlimited,54.99,0.0,0.0,54.99,0.0,Yes
664,664,Charter,Tennessee,2083.36,CABLE,100.0,5.0,Unlimited,114.99,0.0,0.0,114.99,0.0,No
665,665,Charter,Tennessee,2361.36,CABLE,100.0,5.0,Unlimited,114.99,0.0,0.0,114.99,0.0,No
666,666,Charter,Tennessee,2988.36,CABLE,100.0,5.0,Unlimited,114.99,0.0,0.0,114.99,0.0,No
667,667,Charter,Texas,2091.86,CABLE,15.0,2.0,Unlimited,54.99,0.0,0.0,54.99,0.0,Yes
668,668,Charter,Texas,1815.36,CABLE,60.0,4.0,Unlimited,54.99,0.0,0.0,54.99,0.0,No
669,669,Charter,Texas,1815.36,CABLE,100.0,5.0,Unlimited,114.99,0.0,0.0,114.99,0.0,No
670,670,Charter,Wisconsin,2823.36,CABLE,60.0,4.0,Unlimited,54.99,0.0,0.0,54.99,0.0,No
671,671,Charter,Wisconsin,2823.36,CABLE,100.0,5.0,Unlimited,114.99,0.0,0.0,114.99,0.0,No
672,672,Charter,Colorado,2478.36,CABLE,30.0,4.0,Unlimited,54.99,0.0,0.0,54.99,0.0,Yes
673,673,Charter,Colorado,2478.36,CABLE,100.0,5.0,Unlimited,114.99,0.0,0.0,114.99,0.0,No
696,696,Comcast,California,9120.36,CABLE,3.0,0.75,250,39.95,0.0,0.0,39.95,0.0,Yes
697,697,Comcast,California,9779.36,CABLE,3.0,0.75,250,39.95,0.0,0.0,39.95,0.0,Yes
698,698,Comcast,California,10430.36,CABLE,3.0,0.75,250,39.95,0.0,0.0,39.95,0.0,Yes
699,699,Comcast,California,10774.36,CABLE,3.0,0.75,250,39.95,0.0,0.0,39.95,0.0,Yes
700,700,Comcast,California,11400.36,CABLE,3.0,0.75,250,39.95,0.0,0.0,39.95,0.0,Yes
701,701,Comcast,California,9120.36,CABLE,6.0,1.0,250,49.95,0.0,0.0,49.95,0.0,Yes
702,702,Comcast,California,9779.36,CABLE,6.0,1.0,250,49.95,0.0,0.0,49.95,0.0,Yes
703,703,Comcast,California,10430.36,CABLE,6.0,1.0,250,49.95,0.0,0.0,49.95,0.0,Yes
704,704,Comcast,California,10774.36,CABLE,6.0,1.0,250,49.95,0.0,0.0,49.95,0.0,Yes
705,705,Comcast,California,11400.36,CABLE,6.0,1.0,250,49.95,0.0,0.0,49.95,0.0,Yes
706,706,Comcast,California,9120.36,CABLE,50.0,5.0,250,66.95,0.0,0.0,66.95,0.0,No
707,707,Comcast,California,9779.36,CABLE,50.0,5.0,250,66.95,0.0,0.0,66.95,0.0,No
708,708,Comcast,California,10430.36,CABLE,50.0,5.0,250,66.95,0.0,0.0,66.95,0.0,No
709,709,Comcast,California,10774.36,CABLE,50.0,5.0,250,66.95,0.0,0.0,66.95,0.0,No
710,710,Comcast,California,11400.36,CABLE,50.0,5.0,250,66.95,0.0,0.0,66.95,0.0,No
711,711,Comcast,California,9120.36,CABLE,105.0,10.0,250,77.95,0.0,0.0,77.95,0.0,No
712,712,Comcast,California,9779.36,CABLE,105.0,10.0,250,77.95,0.0,0.0,77.95,0.0,No
713,713,Comcast,California,10430.36,CABLE,105.0,10.0,250,77.95,0.0,0.0,77.95,0.0,No
714,714,Comcast,California,10774.36,CABLE,105.0,10.0,250,77.95,0.0,0.0,77.95,0.0,No
715,715,Comcast,California,11400.36,CABLE,105.0,10.0,250,77.95,0.0,0.0,77.95,0.0,No
716,716,Comcast,California,9120.36,CABLE,150.0,20.0,250,114.95,0.0,0.0,114.95,0.0,No
717,717,Comcast,California,9779.36,CABLE,150.0,20.0,250,114.95,0.0,0.0,114.95,0.0,No
718,718,Comcast,California,10430.36,CABLE,150.0,20.0,250,114.95,0.0,0.0,114.95,0.0,No
719,719,Comcast,California,10774.36,CABLE,150.0,20.0,250,114.95,0.0,0.0,114.95,0.0,No
720,720,Comcast,California,11400.36,CABLE,150.0,20.0,250,114.95,0.0,0.0,114.95,0.0,No
721,721,Comcast,Colorado,10609.36,CABLE,3.0,0.75,250,39.95,0.0,0.0,39.95,0.0,Yes
722,722,Comcast,Colorado,10609.36,CABLE,6.0,1.0,250,49.95,0.0,0.0,49.95,0.0,Yes
723,723,Comcast,Colorado,10609.36,CABLE,25.0,5.0,250,66.95,0.0,0.0,66.95,0.0,Yes
724,724,Comcast,Colorado,10609.36,CABLE,50.0,10.0,250,78.95,0.0,0.0,78.95,0.0,No
725,725,Comcast,Colorado,10609.36,CABLE,105.0,20.0,250,114.95,0.0,0.0,114.95,0.0,No
726,726,Comcast,Connecticut,9716.36,CABLE,3.0,0.75,250,39.95,0.0,0.0,39.95,0.0,Yes
727,727,Comcast,Connecticut,9716.36,CABLE,6.0,1.0,250,49.95,0.0,0.0,49.95,0.0,Yes
728,728,Comcast,Connecticut,9716.36,CABLE,25.0,5.0,250,66.95,0.0,0.0,66.95,0.0,Yes
729,729,Comcast,Connecticut,9716.36,CABLE,105.0,10.0,250,76.95,0.0,0.0,76.95,0.0,No
730,730,Comcast,Connecticut,9716.36,CABLE,150.0,20.0,250,114.95,0.0,0.0,114.95,0.0,No
731,731,Comcast,Connecticut,9716.36,CABLE,505.0,20.0,250,399.95,0.0,0.0,399.95,0.0,No
732,732,Comcast,Georgia,9668.69333333,CABLE,3.0,0.75,250,39.95,0.0,0.0,39.95,0.0,Yes
733,733,Comcast,Georgia,10397.36,CABLE,3.0,0.75,250,39.95,0.0,0.0,39.95,0.0,Yes
734,734,Comcast,Georgia,10557.86,CABLE,3.0,0.75,250,39.95,0.0,0.0,39.95,0.0,Yes
735,735,Comcast,Georgia,11098.36,CABLE,3.0,0.75,250,39.95,0.0,0.0,39.95,0.0,Yes
736,736,Comcast,Georgia,9668.69333333,CABLE,6.0,1.0,250,49.95,0.0,0.0,49.95,0.0,Yes
737,737,Comcast,Georgia,10397.36,CABLE,6.0,1.0,250,49.95,0.0,0.0,49.95,0.0,Yes
738,738,Comcast,Georgia,10557.86,CABLE,6.0,1.0,250,49.95,0.0,0.0,49.95,0.0,Yes
739,739,Comcast,Georgia,11098.36,CABLE,6.0,1.0,250,49.95,0.0,0.0,49.95,0.0,Yes
740,740,Comcast,Georgia,9668.69333333,CABLE,25.0,5.0,250,66.95,0.0,0.0,66.95,0.0,Yes
741,741,Comcast,Georgia,10397.36,CABLE,25.0,5.0,250,66.95,0.0,0.0,66.95,0.0,Yes
742,742,Comcast,Georgia,10557.86,CABLE,25.0,5.0,250,66.95,0.0,0.0,66.95,0.0,Yes
743,743,Comcast,Georgia,11098.36,CABLE,25.0,5.0,250,66.95,0.0,0.0,66.95,0.0,Yes
744,744,Comcast,Georgia,9668.69333333,CABLE,50.0,10.0,250,76.95,0.0,0.0,76.95,0.0,No
745,745,Comcast,Georgia,10397.36,CABLE,50.0,10.0,250,76.95,0.0,0.0,76.95,0.0,No
746,746,Comcast,Georgia,10557.86,CABLE,50.0,10.0,250,76.95,0.0,0.0,76.95,0.0,No
747,747,Comcast,Georgia,11098.36,CABLE,50.0,10.0,250,76.95,0.0,0.0,76.95,0.0,No
748,748,Comcast,Georgia,9668.69333333,CABLE,105.0,20.0,250,114.95,0.0,0.0,114.95,0.0,No
749,749,Comcast,Georgia,10397.36,CABLE,105.0,20.0,250,114.95,0.0,0.0,114.95,0.0,No
750,750,Comcast,Georgia,10557.86,CABLE,105.0,20.0,250,114.95,0.0,0.0,114.95,0.0,No
751,751,Comcast,Georgia,11098.36,CABLE,105.0,20.0,250,114.95,0.0,0.0,114.95,0.0,No
752,752,Comcast,Georgia,9668.69333333,CABLE,505.0,20.0,250,399.95,0.0,0.0,399.95,0.0,No
753,753,Comcast,Georgia,10397.36,CABLE,505.0,20.0,250,399.95,0.0,0.0,399.95,0.0,No
754,754,Comcast,Georgia,10557.86,CABLE,505.0,20.0,250,399.95,0.0,0.0,399.95,0.0,No
755,755,Comcast,Georgia,11098.36,CABLE,505.0,20.0,250,399.95,0.0,0.0,399.95,0.0,No
756,756,Comcast,Illinois,9222.36,CABLE,3.0,0.75,250,39.95,0.0,0.0,39.95,0.0,Yes
757,757,Comcast,Illinois,9883.36,CABLE,3.0,0.75,250,39.95,0.0,0.0,39.95,0.0,Yes
758,758,Comcast,Illinois,9222.36,CABLE,6.0,1.0,250,49.95,0.0,0.0,49.95,0.0,Yes
759,759,Comcast,Illinois,9883.36,CABLE,6.0,1.0,250,49.95,0.0,0.0,49.95,0.0,Yes
760,760,Comcast,Illinois,9222.36,CABLE,25.0,5.0,250,66.95,0.0,0.0,66.95,0.0,Yes
761,761,Comcast,Illinois,9883.36,CABLE,25.0,5.0,250,66.95,0.0,0.0,66.95,0.0,Yes
762,762,Comcast,Illinois,9222.36,CABLE,50.0,10.0,250,76.95,0.0,0.0,76.95,0.0,No
763,763,Comcast,Illinois,9883.36,CABLE,50.0,10.0,250,76.95,0.0,0.0,76.95,0.0,No
764,764,Comcast,Illinois,9222.36,CABLE,105.0,20.0,250,114.95,0.0,0.0,114.95,0.0,No
765,765,Comcast,Illinois,9883.36,CABLE,105.0,20.0,250,76.95,0.0,0.0,76.95,0.0,No
766,766,Comcast,Illinois,9222.36,CABLE,505.0,20.0,250,399.95,0.0,0.0,399.95,0.0,No
767,767,Comcast,Illinois,9883.36,CABLE,505.0,20.0,250,399.95,0.0,0.0,399.95,0.0,No
768,768,Comcast,Maryland,9313.36,CABLE,3.0,0.75,250,39.95,0.0,0.0,39.95,0.0,Yes
769,769,Comcast,Maryland,9313.36,CABLE,6.0,1.0,250,49.95,0.0,0.0,49.95,0.0,Yes
770,770,Comcast,Maryland,9313.36,CABLE,25.0,5.0,250,66.95,0.0,0.0,66.95,0.0,Yes
771,771,Comcast,Maryland,9313.36,CABLE,105.0,10.0,250,76.95,0.0,0.0,76.95,0.0,No
772,772,Comcast,Maryland,9313.36,CABLE,150.0,20.0,250,114.95,0.0,0.0,114.95,0.0,No
773,773,Comcast,Maryland,9313.36,CABLE,505.0,20.0,250,399.95,0.0,0.0,399.95,0.0,No
774,774,Comcast,Massachusetts,9134.36,CABLE,3.0,0.75,250,39.95,0.0,0.0,39.95,0.0,Yes
775,775,Comcast,Massachusetts,10846.36,CABLE,3.0,0.75,250,39.95,0.0,0.0,39.95,0.0,Yes
776,776,Comcast,Massachusetts,9134.36,CABLE,6.0,1.0,250,49.95,0.0,0.0,49.95,0.0,Yes
777,777,Comcast,Massachusetts,10846.36,CABLE,6.0,1.0,250,49.95,0.0,0.0,49.95,0.0,Yes
778,778,Comcast,Massachusetts,9134.36,CABLE,25.0,5.0,250,66.95,0.0,0.0,66.95,0.0,Yes
779,779,Comcast,Massachusetts,10846.36,CABLE,25.0,5.0,250,66.95,0.0,0.0,66.95,0.0,Yes
780,780,Comcast,Massachusetts,9134.36,CABLE,105.0,10.0,250,76.95,0.0,0.0,76.95,0.0,No
781,781,Comcast,Massachusetts,10846.36,CABLE,105.0,10.0,250,76.95,0.0,0.0,76.95,0.0,No
782,782,Comcast,Massachusetts,9134.36,CABLE,150.0,20.0,250,114.95,0.0,0.0,114.95,0.0,No
783,783,Comcast,Massachusetts,10846.36,CABLE,150.0,20.0,250,114.95,0.0,0.0,114.95,0.0,No
784,784,Comcast,Massachusetts,9134.36,CABLE,505.0,20.0,250,399.95,0.0,0.0,399.95,0.0,No
785,785,Comcast,Massachusetts,10846.36,CABLE,505.0,20.0,250,399.95,0.0,0.0,399.95,0.0,No
786,786,Comcast,New Hampshire,10804.36,CABLE,3.0,0.75,250,39.95,0.0,0.0,39.95,0.0,Yes
787,787,Comcast,New Hampshire,10804.36,CABLE,6.0,1.0,250,49.95,0.0,0.0,49.95,0.0,Yes
788,788,Comcast,New Hampshire,10804.36,CABLE,25.0,5.0,250,66.95,0.0,0.0,66.95,0.0,Yes
789,789,Comcast,New Hampshire,10804.36,CABLE,105.0,10.0,250,76.95,0.0,0.0,76.95,0.0,No
790,790,Comcast,New Hampshire,10804.36,CABLE,150.0,20.0,250,114.95,0.0,0.0,114.95,0.0,No
791,791,Comcast,New Hampshire,10804.36,CABLE,505.0,20.0,250,399.95,0.0,0.0,399.95,0.0,No
792,792,Comcast,New Jersey,9637.36,CABLE,3.0,0.75,250,39.95,0.0,0.0,39.95,0.0,Yes
793,793,Comcast,New Jersey,9637.36,CABLE,6.0,1.0,250,49.95,0.0,0.0,49.95,0.0,Yes
794,794,Comcast,New Jersey,9637.36,CABLE,25.0,5.0,250,66.95,0.0,0.0,66.95,0.0,Yes
795,795,Comcast,New Jersey,9637.36,CABLE,105.0,10.0,250,77.95,0.0,0.0,77.95,0.0,No
796,796,Comcast,New Jersey,9637.36,CABLE,150.0,20.0,250,114.95,0.0,0.0,114.95,0.0,No
797,797,Comcast,New Jersey,9637.36,CABLE,505.0,20.0,250,399.95,0.0,0.0,399.95,0.0,No
798,798,Comcast,Pennsylvania,9639.36,CABLE,3.0,0.75,250,39.95,0.0,0.0,39.95,0.0,Yes
799,799,Comcast,Pennsylvania,10207.36,CABLE,3.0,0.75,250,39.95,0.0,0.0,39.95,0.0,Yes
800,800,Comcast,Pennsylvania,10562.36,CABLE,3.0,0.75,250,39.95,0.0,0.0,39.95,0.0,Yes
801,801,Comcast,Pennsylvania,9639.36,CABLE,6.0,1.0,250,49.95,0.0,0.0,49.95,0.0,Yes
802,802,Comcast,Pennsylvania,10207.36,CABLE,6.0,1.0,250,49.95,0.0,0.0,49.95,0.0,Yes
803,803,Comcast,Pennsylvania,10562.36,CABLE,6.0,1.0,250,49.95,0.0,0.0,49.95,0.0,Yes
804,804,Comcast,Pennsylvania,9639.36,CABLE,25.0,5.0,250,66.95,0.0,0.0,66.95,0.0,Yes
805,805,Comcast,Pennsylvania,10207.36,CABLE,25.0,5.0,250,66.95,0.0,0.0,66.95,0.0,Yes
806,806,Comcast,Pennsylvania,10562.36,CABLE,25.0,5.0,250,66.95,0.0,0.0,66.95,0.0,Yes
807,807,Comcast,Pennsylvania,9639.36,CABLE,105.0,10.0,250,76.95,0.0,0.0,76.95,0.0,No
